,speaker,sentence,lang
23,REPORT,"Parmi celles‐ci, on retrouve notamment la nécessité de renforcer laprotection des maisons Judah et Masson ainsi que la nécessité de créer un comité consultatifavec les intervenants du quartier pour accompagner le projet et assurer l’intégration du designet de l’aménagement paysager à l’architecture environnante.",fr
24,REPORT,"L’Office rendra ce rapport public le 10 août 2016, à moins que vous ne souhaitiez qu’il le fasse à une date plus rapprochée.",fr
25,REPORT,"De plus, si vous le jugez opportun, je pourrais me rendre disponiblepour présenter le rapport aux élus concernés.",fr
26,REPORT,"Je vous prie d’agréer, messieurs, l’expression de mes sentiments les meilleurs.",fr
27,REPORT,"La présidente, Dominique Ollivier DO/llc.",fr
28,REPORT,"Russell Copeman, membre du Comité exécutif et Responsable de l’OCPM Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains TABLE DES MATIÈRES",fr
29,REPORT,................................................................................................................................ 1  Projet immobilier du domaine des Franciscains ........................................ 3  Le site ..........................................................................................................,fr
30,REPORT,3  Description du projet ................................................................................. 5  Avis des instances consultatives,fr
31,REPORT,................................................................. 9 Les préoccupations et les opinions des participants ..............................,fr
32,REPORT,Les projets proposés ................................................................................. 11  ,fr
33,REPORT,Les besoins exprimés par la communauté................................................ 19  ,fr
34,REPORT,Les constats et l’analyse de la commission ............................................... 29  ,fr
35,REPORT,Le contexte du PPU du Quartier des grands jardins.................................,fr
36,REPORT,30  L’analyse des projets de règlements,fr
37,REPORT,Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains  L’acceptabilité sociale du projet du domaine des Franciscains................,fr
38,REPORT,.................................................................................................... 49  Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains Introduction,fr
39,REPORT,"Le 18 avril 2016, le conseil municipal confiait à l'Office de consultation publique de Montréal (OCPM) le mandat de tenir des audiences publiques sur un projet de règlement intitulé « Règlement autorisant et encadrant la construction et l'occupation d'un ensemble résidentielaux 1980 et 2080, boulevard René‐Lévesque, et sur un autre projet de règlement modifiant le Plan d'urbanisme de la Ville de Montréal concernant l'affectation et la hauteur.",fr
40,REPORT,» L'adoption deces règlements est préalable à la réalisation du Projet immobilier du domaine des Franciscains.,fr
41,REPORT,"La commission, formée de Mme Nicole Brodeur, M. Viateur Chénard et M. Joshua Wolfe, a tenuune séance d'information le 12 mai 2016 aux locaux de l'OCPM et trois séances d'audition desopinions du 7 au 9 juin 2016, au même endroit.",fr
42,REPORT,L'avis public annonçant la consultation est paru le 21 avril 2016.,fr
43,REPORT,"À cette date, la documentationrelative au projet a été rendue disponible aux bureaux de l'OCPM ainsi que sur son site Internet.",fr
44,REPORT,"D'autres actions ont été entreprises : publicité dans les journaux et sur les réseauxsociaux, courriels, etc.",fr
45,REPORT,"Des dépliants ont été distribués dans le secteur concerné par laconsultation publique, soit dans un quadrilatère délimité par Atwater à l'ouest, Sherbrooke aunord, Guy à l'est et Saint‐Jacques au sud.",fr
46,REPORT,Plus de 200 participants ont assisté aux séances deconsultation publique.,fr
47,REPORT,"Dans ses efforts de diffusion de l’information relative aux consultations publiques, l’OCPM s’appuie sur une communauté de citoyens et d’organismes qui suivent ses activités et lespartagent.",fr
48,REPORT,Chacune des consultations est annoncée aux abonnés de l’infolettre (plus de 2 000) ainsi qu’aux abonnés Facebook (plus de 7 000) et Twitter (plus de 1 500).,fr
49,REPORT,"permettent aussi de faire des rappels avant les séances publiques et de suivrel’évolution des consultations, par exemple, lors de l’annonce de séances supplémentaires ou dela mise en ligne de nouveaux documents ou d’outils de visualisation des projets.",fr
50,REPORT,Le présent rapport comporte trois chapitres.,fr
51,REPORT,Le premier chapitre permet de mettre en contextele Projet immobilier du domaine des Franciscains et les deux règlements l'accompagnant.,fr
52,REPORT,Ledeuxième chapitre rassemble les préoccupations et les opinions exprimées par les participantsau cours du processus de consultation.,fr
53,REPORT,"Enfin, le troisième chapitre du rapport est consacré à l’analyse de la commission, accompagnée de ses recommandations.",fr
54,REPORT,La commission destine son rapport aux élus municipaux afin de leur communiquer lespréoccupations citoyennes et de contribuer par son analyse à la prise de décision quant auxenjeux soulevés par la présente consultation.,fr
55,REPORT,Le rapport est également rendu public pour que les citoyens se l'approprient et y trouvent uninstrument de suivi utile au‐delà du présent exercice de consultation.,fr
56,REPORT,"Rappelons enfin quetoute la documentation reçue et produite, y compris les transcriptions des séances publiques, est disponible sur le site Web de l'OCPM.",fr
57,REPORT,Office de consultation publique de Montréal  Projet immobilier du domaine des Franciscains  ,fr
58,REPORT,Le projet immobilier du domaine des Franciscains Ce premier chapitre présente le Projet de construction du domaine des Franciscains ainsi queles projets de modifications règlementaires l’autorisant.,fr
59,REPORT,"Au centre de deux maisons d’intérêtpatrimonial, le Groupe Prével, le promoteur, propose un projet de construction de deux toursde 19 étages.",fr
60,REPORT,"En vertu de l’article 89 de la Charte de la Ville de Montréal, le projet peut faire l’objet d’uneconsultation publique à l’Office de consultation publique de Montréal puisque les deux toursrésidentielles proposées ont une superficie de plancher nette supérieure à 25 000 m2, soit de 25 823 m2, tel que requis à l’article 89 1 .",fr
61,REPORT,"Alors que le premier règlement du projet propose des normes d’encadrement du projet auniveau des règlements d’urbanisme de l’arrondissement, le second règlement porte sur lamodification de l’affectation autorisée et de la hauteur maximale du site.",fr
62,REPORT,La consultationpublique examine donc les deux projets de règlements qui permettraient la réalisation du Projet du domaine des Franciscains.  ,fr
63,REPORT,"Le site Laissé vacant en raison d’un incendie en 2010, le site représente une opportunité deredéveloppement pour le secteur.",fr
64,REPORT,Les deux tours proposées remplaceraient le couvent et lachapelle des Franciscains emportés par un incendie en 2010.,fr
65,REPORT,"Les Franciscains, autrefois appelésles Récollets, ont joué un rôle important dans le développement de la colonie française du 17esiècle.",fr
66,REPORT,"Forcés de quitter lors de la conquête de 1759, ils reviennent en 1890 pour s’établir sur larue Dorchester.",fr
67,REPORT,Ils y construisent leur couvent et une chapelle dans les années suivantes.,fr
68,REPORT,Lesmaisons Judah et Masson ont appartenu aux Franciscains à partir du début des années 1940.,fr
69,REPORT,Elles ont été construites dans la deuxième moitié du 19e siècle.  ,fr
70,REPORT,"Maison Masson Source : Colterra, 2011 Source : Colterra, 2011",fr
71,REPORT,"Charte de la Ville de Montréal, article 89 Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains Situé près de la limite ouest de l’arrondissement de Ville‐Marie et plus précisément dans ledistrict électoral de Peter‐McGill (ci‐après nommé quartier de Peter‐McGill), le domaine des Franciscains est localisé aux 1980 et 2080 boulevard René‐Lévesque Ouest.",fr
72,REPORT,Au sud du terrain setrouve la falaise Saint‐Jacques qui sépare le site d’un chemin de fer et de l’autoroute 720.,fr
73,REPORT,Cettepartie de la falaise ne fait pas partie de l’écoterritoire du même nom.,fr
74,REPORT,Un secteur résidentiel comprenant plusieurs maisons victoriennes se situe à l’ouest du domainesur la rue du Souvenir.,fr
75,REPORT,L’avenue Hawarden sépare ces maisons du chemin de fer.,fr
76,REPORT,À l’est dudomaine des Franciscains se trouve l’esplanade Ernest‐Cormier qui est bordée de chaque côté par les bretelles d’accès à l’autoroute 720.,fr
77,REPORT,Le voisinage du site comprend plusieurs institutions ayant joué un rôle important dans lepaysage urbain.,fr
78,REPORT,"Il y a notamment le Centre canadien d’architecture, en face de l’esplanade Ernest‐Cormier, l’ancien site de l’Hôpital de Montréal pour enfants voué à un redéveloppementfutur, le couvent des Petites Sœurs des Pauvres qui est en redéveloppement au moment de laconsultation publique, et le couvent des Sœurs Grises, un grand domaine institutionnel.",fr
79,REPORT,Le site fait partie du secteur identifié au Plan particulier d’urbanisme (PPU) des grands jardins.,fr
80,REPORT,Ce PPU a été adopté à la suite d’une consultation publique en 2011 et énonce trois orientationsd’aménagement et de développement qui s’appliquent au secteur :  La mise en valeur du patrimoine  La qualité des milieux de vie  Le dynamisme économique  Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains  Description du projet,fr
81,REPORT,"Le projet de construction proposé par Groupe Prével comporte plusieurs éléments importants, notamment les deux tours résidentielles.",fr
82,REPORT,Le site ferait aussi l’objet d’un nouveau lotissement.,fr
83,REPORT,"Deux parcs publics y sont ajoutés, et les trois lots d’origine sont modifiés afin de faciliter lapréservation des maisons Judah et Masson et de leurs aménagements paysagers.",fr
84,REPORT,Les deux tours seraient d’une hauteur de 60 mètres pour 19 étages sur un basilaire commun.,fr
85,REPORT,"Lepremier étage serait de nature commerciale et comporterait un gymnase dédié aux résidents,",fr
86,REPORT,alors que les autres étages totaliseraient 360 logements.,fr
87,REPORT,"Un stationnement de 240 places estprévu sous les tours, de même que 360 emplacements pour vélos.",fr
88,REPORT,"Le promoteur prévoit aumoins 15 % de logements abordables sur le site et s’est engagé à contribuer à un montant de 1,8 million de dollars aux fins de la Stratégie d’inclusion de logements abordables.",fr
89,REPORT,"Au moment de la consultation, l’architecture du projet",fr
90,REPORT,"n’était pas encore finalisée, mais suivaitun concept de modernité qui ne rivaliserait pas avec les bâtiments voisins de l’époquevictorienne 2 .",fr
91,REPORT,L’implantation des deux tours reprend le modèle pavillonnaire des deux maisonspatrimoniales.,fr
92,REPORT,"Le projet propose aussi un retrait majeur par rapport au boulevard René‐ Lévesque, mettant les maisons Judah et Masson à l’avant‐scène.",fr
93,REPORT,"Vue aérienne du projet vers le sud‐ouest Source : document 3.1, p. 40 Le nouveau lotissement prévoit que les deux maisons patrimoniales auraient toujours leur lotdistinct, comme c’est le cas actuellement.",fr
94,REPORT,"Le stationnement de la maison Judah serait déplacé vers l’est sur un emplacement déjà pavé, alors que l’emplacement existant deviendrait un  Doc.",fr
95,REPORT,", L. 1420‐1433 Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains espace vert.",fr
96,REPORT,La maison Masson conserverait ses aménagements actuels.,fr
97,REPORT,"Une dispositionportant sur la densité, qui serait établie à 1,8 pour les lots des maisons patrimoniales et le lotcentral, est d’ailleurs proposée dans le projet de règlement encadrant le site des Franciscainsdans le but d’assurer la pérennité des maisons et de leurs aménagements paysagers.",fr
98,REPORT,"Plusieurs autres éléments d’intérêt patrimonial sont présents sur le terrain, notamment dans lafalaise Saint‐Jacques.",fr
99,REPORT,"Alors que le terrain était un verger avant l’arrivée des Franciscains, desescaliers et des murets y ont été aménagés par les occupants.",fr
100,REPORT,"Aujourd’hui, la falaise et cesinfrastructures ne sont plus entretenues.",fr
101,REPORT,"Le promoteur propose ainsi un nettoyage, tout enconservant la place qu’occupe maintenant la végétation.",fr
102,REPORT,L’accès à la falaise demeurerait ausside nature privée.,fr
103,REPORT,Le promoteur propose d’aménager et de donner deux parcs à la Ville de Montréal.,fr
104,REPORT,Ces parcsseraient donc d’accès public et ainsi entretenus par la Ville.,fr
105,REPORT,"Le parc à l’avant serait de naturecommémorative, avec des éléments rappelant l’époque du verger.",fr
106,REPORT,L’occupation du terrain parles Franciscains se traduirait par une démarcation de l’emplacement d’origine de la chapelle etl’exposition de la cloche qui a survécu à l’incendie.,fr
107,REPORT,L’autre parc serait situé à proximité de lafalaise Saint‐Jacques et de la rue du Souvenir.,fr
108,REPORT,Le promoteur y installerait du mobilier et del’éclairage.,fr
109,REPORT,Ce parc ferait aussi l’objet d’une certaine commémoration avec les socles de statuesqui sont aujourd’hui disparues.,fr
110,REPORT,Il serait accessible à partir d’un chemin qui mènerait à René‐ Lévesque et d’un escalier qui permettrait de rejoindre la rue du Souvenir.,fr
111,REPORT,Le projet tente aussi d’inclure plusieurs principes de développement durable selon cequ’indiquent les documents du promoteur.,fr
112,REPORT,"Ainsi, la proximité avec les stations de métro Georges‐Vanier, Atwater et Guy‐Concordia devrait favoriser l’usage de modes de transportsalternatifs à l’automobile.",fr
113,REPORT,"La mise en valeur d’espaces verts, notamment par le don de deuxparcs publics, et la densification du secteur sont d’autres éléments du projet qui permettraientd’en assurer la viabilité et la durabilité.",fr
114,REPORT,"Comme mentionné précédemment, deux règlements sont concernés par la présenteconsultation publique.",fr
115,REPORT,Le premier est un règlement modifiant le Plan d’urbanisme de la Ville de Montréal;,fr
116,REPORT,le deuxième autorise et encadre le développement du domaine des Franciscains.,fr
117,REPORT,"Afin de permettre la réalisation du projet de construction décrit dans la sous‐sectionprécédente, la hauteur permise et l’affectation doivent être modifiées dans le Plan d’urbanismede la Ville.  Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains Avant modification : 25 mètres Après modification : 65 mètres Source : doc.",fr
118,REPORT,"1.3.2 Avant modification : couvent, monastère ou lieu de culte Après modification : secteur résidentiel Source : doc.",fr
119,REPORT,"Le règlement autorisant et encadrant la construction et l’occupation d’un ensemble résidentielaux 1980 et 2080, boulevard René‐Lévesque, soumis à la consultation publique par l’article 89, énonce, quant à lui, l’encadrement du règlement d’urbanisme pour le site des Franciscains.",fr
120,REPORT,Lesdispositions du projet de règlement font référence aux lots indiqués sur le plan en Annexe B : Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains Source : document 1.2.2,fr
121,REPORT,fait état de plusieurs modifications proposées par le règlement encomparaison avec ce qui est autorisé actuellement.,fr
122,REPORT,"Lorsqu’il n’est pas précisé autrement, lesnormes s’appliquent à l’ensemble du site.",fr
123,REPORT,E.5 : Institutionnel ‐ lieux de culte patrimoniaux,fr
124,REPORT,70 % du site peut être construit RI : règles d’insertion 4 Hauteur 23 mètres  Après modification,fr
125,REPORT,"lots A, D et E) M.1 : Mixte",fr
126,REPORT,"zone de mixité à dominante résidentielleautorisant les commerces et les services de proximité (lots A, D et E)",fr
127,REPORT,– Parcs et places publiques (lots B et C),fr
128,REPORT,Implantation Doit être conforme aux plans en annexe B et en annexe C du règlement Hauteurs 60 mètres (lot A),fr
129,REPORT,Calcul basé sur les superficies indiquées en page 5 et 28 du document 3.1,fr
130,REPORT,Voir les dispositions sur les règles d’insertion qui assujettissent le site en Annexe 5  Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains,fr
131,REPORT,Le règlement énonce d’autres dispositions générales dont voici les grandes lignes :,fr
132,REPORT,Une dérogation à 6 articles du Règlement d’urbanisme de l’arrondissement 5 ;,fr
133,REPORT,La conservation des maisons Judah et Masson dans leur implantation d’origine selon leplan en annexe B du projet de règlement P‐16‐037;,fr
134,REPORT,"La conservation, restauration et reconstitution de plusieurs éléments d’intérêtpatrimonial 6 ;",fr
135,REPORT," L’aménagement d’espaces extérieurs accessibles au public aux lots B et C.  Avis des instances consultatives Le Conseil du patrimoine de Montréal et le Comité Jacques‐Viger, en comité mixte, ont à deuxreprises émis un avis défavorable face au projet, le premier en février 2013 et le deuxième enjuin de la même année.",fr
136,REPORT,"Malgré certains ajustements de la part du promoteur entre les deux avis, il en ressortaitquelques préoccupations principales.",fr
137,REPORT,Le comité craignait notamment que le rehaussement à 60 mètres cause un précédent et favorise l’étalement du centre‐ville vers l’ouest.,fr
138,REPORT,"Il s’interrogeaitaussi sur l’impact visuel des deux tours, alors qu’il rappelait que cette modification découlaitd’une volonté de la Ville de mettre les deux tours en relation avec les immeubles du centre‐villeet non avec le cadre bâti du secteur 7 .",fr
139,REPORT,"Dans leurs avis, les membres du comité mixte indiquaientque le projet ne contribuerait pas à la mise valeur patrimoniale du secteur et, de surcroit, étaient inquiets quant à la conservation des deux maisons patrimoniales et de leursaménagements à long terme.",fr
140,REPORT,"Le comité consultatif d’urbanisme (CCU) a, quant à lui, émis un avis favorable à l’unanimité, le 14 février 2013, sous réserve de certaines conditions, comme limiter la hauteur à 65 mètres ets’assurer de figer la densité du site.",fr
141,REPORT,Le CCU considérait notamment que le projet permettrait de mettre en valeur les qualitéspaysagères du site en façade sur le boulevard René‐Lévesque.,fr
142,REPORT,La faible implantation au sol duprojet et la mise en valeur du caractère patrimonial du secteur sont des éléments du projet quiont été signalés comme importants.,fr
143,REPORT,"D’autres raisons qui ont contribué à cet avis ont été lacontribution au logement abordable (30 % sur site) et social (équivalent de 15 % versé dans unfonds de compensation), et l’accès pour la population à la partie la plus boisée du site, soit leparc situé à l’ouest.",fr
144,REPORT,"Finalement, le comité considérait que le projet respectait les objectifs du Plan d’urbanisme et les grandes orientations du PPU du Quartier des grands jardins.  ",fr
145,REPORT,Ces articles sont inclus dans l’Annexe 6 Doc.,fr
146,REPORT,"1.4.3, p. 4  Office de consultation publique de Montréal  Projet immobilier du domaine des Franciscains  Les préoccupations, les attentes et les opinions des participants La consultation publique sur le domaine des Franciscains a permis à près de 50 personnes des’exprimer en anglais ou en français 8 sur le projet de construction proposé par Groupe Prével etles deux projets de règlements mis de l’avant par l’arrondissement de Ville‐Marie.",fr
147,REPORT,"Au total, 42 opinions écrites ont été déposées et pas moins de 200 personnes ont participé au processusconsultatif, permettant à la commission de dégager ainsi plusieurs enjeux et visions quitiennent à cœur à la population consultée.",fr
148,REPORT,"Dans le but d’exposer clairement ceux‐ci, le présentchapitre est divisé en deux parties, soit les opinions émises relativement aux projets proposéset celles exprimées selon les besoins et préoccupations de la communauté du quartier de Peter‐McGill et du Quartier des grands jardins.  ",fr
149,REPORT,"Les projets proposés En guise de rappel, il faut souligner que le mandat reçu par l’Office de consultation publique de Montréal se limitait à l’examen du projet du domaine des Franciscains et des deux règlementsqui l’accompagnent par le biais de consultations publiques.",fr
150,REPORT,Un grand nombre de participantsont exprimé des opinions qui peuvent être divisées en thèmes :  Les éléments physiques du projet et l’intégration au voisinage;,fr
151,REPORT,Les impacts du projet sur le voisinage;,fr
152,REPORT,La protection et la mise en valeur du patrimoine;,fr
153,REPORT,Les parcs publics du projet.,fr
154,REPORT,Plusieurs interventions au sujet de l’architecture des deux tours ont été effectuées au cours dela consultation publique.,fr
155,REPORT,"En plus de cet aspect, les participants se sont prononcés sur lavolumétrie, l’implantation au sol et la hauteur des deux tours en les mesurant aux maisonspatrimoniales et au voisinage.",fr
156,REPORT,Une bonne partie des interventions qui portaient sur le sujet ciblait particulièrement la hauteurdes deux tours 9 .,fr
157,REPORT,"Une discontinuité entre les maisons patrimoniales et les tours jumelles a été relevée plusieurs fois, comme le traduit cette opinion écrite : « La hauteur et la toute proximité des tours vont écraser et rendre insignifiantes les deux maisons victoriennes encore sur place 10 » et celle‐ci : « These two huge towers will simply dwarf everything within the surroundingblocks 11 ».",fr
158,REPORT,"D’autres citoyens ont manifesté leurs inquiétudes à cet égard, que ce soit par  Pour des fins d’intégrité, les opinions exprimées en anglais citées dans ce chapitre sont transcrites telles qu’elles ont été émises et ne sont pas traduites  Robert Hajaly, doc.",fr
159,REPORT,"Comité logement Ville‐Marie, doc.",fr
160,REPORT,"Vrai changement pour Montréal, doc.  ",fr
161,REPORT,"8.9, p. 5  Caroline Nabozniak, doc.",fr
162,REPORT,"8.7, p. 1 Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains rapport au Centre canadien d’architecture 12 , au voisinage à valeur patrimoniale 13 ou auxmaisons Judah et Masson 14 .",fr
163,REPORT,Deux citoyens se sont directement opposés à « la hauteurexcessive du projet 15 .,fr
164,REPORT,Un participant s’est même questionné sur les références qui ont servi à déterminer la hauteur du projet 16 .,fr
165,REPORT,"À ce sujet, un organisme considérait que «",fr
166,REPORT,"Le saut de 25 m à 65 m est majeur et imposantmême s'il s'insère dans un milieu qui compte déjà des constructions en hauteur, plusieurshéritées des années 1960 et 1970 mais aussi celles en chantier actuellement à l'est del'esplanade Ernest‐Cormier.",fr
167,REPORT,"[…] Le rehaussement substantiel de la limite de hauteur [...] estdiscutable compte tenu du caractère distinct du tissu urbain à l'ouest de l'esplanade, notamment la rue du Souvenir 17 .",fr
168,REPORT,"» Se montrant préoccupé par l’insertion de constructions enhauteur dans le paysage urbain, ce même organisme poursuivait en écrivant : « Uneconstruction en hauteur ‐ davantage élancée, si elle n'est pas à exclure d'emblée, demande à tout le moins une évaluation plus fine de son insertion dans le paysage urbain et une exigencevéritable de qualité architecturale accompagnée d'un mécanisme diligent capable d'en garantirla réalisation 18 .",fr
169,REPORT,Une participante estimait d’ailleurs que l’architecture des bâtiments devrait s’harmoniserparticulièrement avec les maisons Judah et Masson afin d’augmenter la valeur patrimoniale dusite 19 .,fr
170,REPORT,"Dans une opinion écrite, il est possible de lire : «",fr
171,REPORT,"Par sa simple hauteur, deux tours devingt étages vont certainement éclipser les maisons patrimoniales.",fr
172,REPORT,"À notre avis, la Compagnie Prével devrait faire tous les efforts possibles pour s’harmoniser avec le style victorien et aumoins les matériaux qui sont caractéristiques du Village Shaughnessy 20 .",fr
173,REPORT,"Une participanteprécisait, entre autres, que ce secteur a été développé selon des critères d’architecturespécifiques et que les deux tours ne les respectent pas 21 .",fr
174,REPORT,"Lors d’une intervention, une autreparticipante a d’ailleurs développé sur ces critères : «",fr
175,REPORT,"Étant donné la grande qualité environnant le site, les édifices dessinés avec soin par les meilleurs architectes tout le long du XIXe siècle, ainsi qu'au début et à la fin du XXe siècle, ces jardins qui ont été dessinés dans lestraditions de la Renaissance et la modernité",fr
176,REPORT,"[...], l'architecture et l'aménagement paysagerdoivent renforcer ces qualités 22 .",fr
177,REPORT,"Un citoyen a aussi émis une opinion en ce sens, écrivant queles grandes hauteurs étaient incohérentes avec l’architecture du milieu : «",fr
178,REPORT,has greathistorical architecture that is not compatible with higher elevations or modern design,fr
179,REPORT,Thisareas architecture should be preserved and not infringed upon,fr
180,REPORT,"»  Georgette Blanchard, doc.",fr
181,REPORT,"8.15, p. 3 Donigan Cumming, doc.",fr
182,REPORT,"8.32  Robert Hajaly, doc.",fr
183,REPORT,"2  Elisabeth Hoyos, Maximilian Hoyos, doc.",fr
184,REPORT,"8.22  Fred Genesee, doc.",fr
185,REPORT,"8.26  Héritage Montréal, doc.",fr
186,REPORT,"8.42, p. 3  Héritage",fr
187,REPORT,". 8.42, p. 3  Ara Merzikian, doc.",fr
188,REPORT,"8.23  Marilyn Lajeunesse, Boyd White et autres résidents de l’avenue Seymour, doc.",fr
189,REPORT,"8.29, p. 3  Georgette Blanchard, doc.",fr
190,REPORT,"8.15, p. 2  Phyllis Lambert, doc.",fr
191,REPORT,", p. 4  Brian Baratt, doc.",fr
192,REPORT,8.25  Office de consultation publique de Montréal Projet immobilier du domaine des Franciscains,fr
193,REPORT,"Un citoyen a, quant à lui, défini le paysage du domaine des Franciscains comme suit : «",fr
194,REPORT,Le jardindes Franciscains est la dernière unité de paysage de domaine de campagne que l'on peutretrouver non seulement dans le centre‐ville mais aussi dans une grande partie de Montréal etde,fr
195,REPORT,"Dans le même ordre d’idée, l’opinion d’une participante illustrait bien la vision de certainsintervenants cités précédemment : « Je voyais le jardin du Centre canadien d'architecture, lamagnifique maison, le terrain en friche et l'autre maison.",fr
196,REPORT,"Moi, dans ma logique, il y avait unprojet là qui serait en continuité.",fr
197,REPORT,"Il y aurait comme une beauté, on conserve un espace vert, oncontinue dans l'esprit du patrimoine, le Centre d'architecture, une maison magnifique, on faitquelque chose qui est en continuité et on a l'autre maison 25 ».",fr
198,REPORT,"Le Centre canadiend’architecture a, par ailleurs, souvent été utilisé comme référence dans les opinions émises, comme le reflète ce passage d’une opinion écrite : « With its proximity to the Canadian Centrefor Architecture, something truly outstanding and interesting could have been achieved thathighlight the architecture of Montreal and complement the historic value of this area 26 .",fr
199,REPORT,» Laplace de cette institution dans le voisinage a d’ailleurs été définie comme suit : «,fr
200,REPORT,"Un des grandsrôles du design du CCA dans les années 1980 était de réparer le tissu urbain d'un quartierdévasté par la construction d'une autoroute, dans les années 60 et comme toute œuvrearchitecturale, le bâtiment devait enrichir et mettre en valeur la qualité de l'architectureavoisinante et, de façon plus générale, incorporer non seulement les plus hautes traditions de laville mais encore les valeurs intemporelles de l'architecture, la poétique de l'ordre 27 .",fr
201,REPORT,"» À une plus grande échelle, une participante s’est montrée préoccupée par les vues sur le mont Royal, alors qu’avant la réalisation de certains projets immobiliers elle voyait la montagne dechez elle 28 .",fr
202,REPORT,"Plus précisément, une intervenante en séance d’information a émis unepréoccupation quant au rehaussement des hauteurs par rapport aux perspectives vers le mont Royal 29 .",fr
203,REPORT,"Certains intervenants ont, pour leur part, suggéré un processus de concertation afin de définirune architecture acceptable des deux tours.",fr
