,speaker,sentence,lang
49,M. PHILIPPE FRENIÈRE,"Par lasuite, nous avons reçu douze propositions, nous avons travaillé avec six et finalement, notre choixs’est arrêté sur Prével.",fr
50,M. PHILIPPE FRENIÈRE,Ce long processus nous a menés à Prével pour la qualité du projet d’ensemble proposé etpour leur bonne compréhension du site et des objectifs définis dans le PPU des Grands Jardins.,fr
51,M. PHILIPPE FRENIÈRE,"Bref, c'est avec une grande fierté qu’on est ici ce soir, avec notre partenaire Prével pourvous présenter ce projet.",fr
52,M. MICHEL HARDY,"Michel Hardy, je suis architecte qui travaille dans un groupe d’urbanistes etd’architecture du paysage.",fr
53,M. MICHEL HARDY,On a travaillé à élaborer le projet que je vais vous présenter.,fr
54,M. MICHEL HARDY,"Tout d'abord, le projet évidemment propose un développement résidentiel sur un site detrès grande qualité et aussi propose la protection du patrimoine, la rénovation, le recyclage etaussi la protection du couvert végétal en place, ainsi que la mise en valeur des élémentshistoriques.",fr
55,M. MICHEL HARDY,"Donc l’équipe, ça vous a été présenté.",fr
56,M. MICHEL HARDY,"Dans un premier temps, au niveau de la mise encontexte, vous voyez sur la photo en rouge le site actuel des Franciscains dans le fond qui sesitue à la limite sud du centre-ville ouest, disons, et c'est un site qui a une qualité exceptionnelle,une vue vers la montagne évidente, une vue vers le sud sur le fleuve Saint-Laurent aussi.",fr
57,M. MICHEL HARDY,"C'est un site où il y a un couvert végétal très important, des arbres de qualité, c'est un site qui borde lafalaise Saint-Jacques.",fr
58,M. MICHEL HARDY,Donc c'est un site qui a de très beaux atouts pour y développer deshabitations et faire de cet endroit-là un lieu de vie exceptionnel.,fr
59,M. MICHEL HARDY,"À proximité, on voit évidemment la maison Shaughnessy qui est au centre du conceptmuséal du Centre canadien d’architecture.",fr
60,M. MICHEL HARDY,"Alors les photos défilent en haut à droite de l’écran,donc le parc du CCA, le Couvent des Sœurs Grises, qui est un couvent qui a un très bel espacevert privé aussi, le square Cabot qui vient d’être réaménagé, le site du Children’s Hospital qui voitaussi un questionnement en termes de redéveloppement urbain, de très belles habitations.",fr
61,M. MICHEL HARDY,"Ici, onvoit l’architecture victorienne dans le secteur de la rue du Souvenir, une maison à trois étages, desprojets nouveaux qui amènent de l’habitat au centre-ville.",fr
62,M. MICHEL HARDY,"Donc ici le projet Séville avec l’animationcommerciale au rez-de-chaussée sur la rue Sainte-Catherine et un projet qui est actuellement enconstruction, immédiatement à l’est sur René-Lévesque, le projet O’Nessy qui propose unehauteur dans le fond similaire au projet que je vais vous présenter.",fr
63,M. MICHEL HARDY,"Quand on regarde un peu l’époque, comment à travers les époques, dis-je, comment lesite a été occupé, à votre gauche, il y a une carte ici de 1881 où on voit que sur le site desFranciscains d’aujourd'hui, il y avait déjà trois belles grandes maisons, des maisons bourgeoisesde l’époque.",fr
64,M. MICHEL HARDY,À gauche de l’écran dans le fond,fr
65,M. MICHEL HARDY,", la maison Masson construite en 1850, qui est unetrès belle maison néoclassique en pierre.",fr
66,M. MICHEL HARDY,"Immédiatement à l’extrême droite, la maison Judah.",fr
67,M. MICHEL HARDY,Cesdeux maisons sont toujours existantes.,fr
68,M. MICHEL HARDY,"Au centre du site, il y avait une troisième maison qui était la maison aussi qui appartenaità la famille Judah et c'est cette maison-là dont les Franciscains vont devenir propriétaires en1890.",fr
69,M. MICHEL HARDY,"Et à partir de 1893, dans le fond, ils vont avoir érigé la chapelle Saint-François qui est àgauche dans l’ensemble conventuel que vous voyez sur la photo, donc la chapelle Saint-Françoiset immédiatement après, le couvent Saint-Joseph.",fr
70,M. MICHEL HARDY,"Et dans le fond, en 1940, les Franciscains vontdevenir propriétaires des maisons Masson et Judah et ils vont utiliser ces deux maisons pouradministrer les œuvres à l’étranger qu’ils opèrent à ce moment-là.",fr
71,M. MICHEL HARDY,"Malheureusement, en 2010, il y a un incendie mais en 2007, les Franciscains quittent lesite, ils vont s’installer ailleurs, et en 2010, il y a un incendie qui va emporter à peu près tout cequ’il y avait de l’époque des installations de lieu de culte et conventuelles de l’époque desFranciscains.",fr
72,M. MICHEL HARDY,Donc on voit ici la photo aérienne du site en 2011.,fr
73,M. MICHEL HARDY,On voit aujourd'hui dans le fondque le site est complètement dégagé au centre entre les deux maisons et c'est la zone qui a étéremblayée suite à l’incendie.,fr
74,M. MICHEL HARDY,"Suite à l’incendie aussi, les Franciscains ont tout de même restauré la maison Masson",fr
75,M. MICHEL HARDY,"quiavait été affectée lors de l'incendie, une restauration quand même majeure, qui a coûté très cheret qui témoigne je pense aujourd'hui de la volonté des Franciscains de bien faire les choses pourla conservation du patrimoine.",fr
76,M. MICHEL HARDY,"Le projet qu’on a développé dans le fond, c'est un projet qui touche l’ensemble du site.",fr
77,M. MICHEL HARDY,Ilne touche pas seulement la partie centrale où il y aurait de l’habitation.,fr
78,M. MICHEL HARDY,"C'est un projet où leparcellaire des maisons Masson et Judah, donc les terrains d’origine sont conservés à peu prèstels qu’ils le sont aujourd'hui.",fr
79,M. MICHEL HARDY,"Les jardins sont conservés et le projet propose, dans le fond, lacréation de deux nouveaux parcs publics et la conservation, la protection et la mise en valeur desmaisons Masson et Judah comme je viens de dire, et l’implantation en arrière-plan de deux toursd’habitation pour y créer un milieu de vie complètement en retrait par rapport à René-Lévesque.",fr
80,M. MICHEL HARDY,Donc on voit ici à partir de René-Lévesque une vue à vol d’oiseau qui montrel’implantation du projet.,fr
81,M. MICHEL HARDY,"À ce moment-ci du projet, l’enjeu est au niveau du plan d’ensemble.",fr
82,M. MICHEL HARDY,"Doncon n’a pas vraiment élaboré l’architecture, on n’est pas à cette étape-là.",fr
83,M. MICHEL HARDY,"On est à l’étape où on aessayé de trouver la meilleur façon d’exploiter le terrain, dans l’esprit de ce que je viens de vousdire, et pour ce faire, les tours d’habitation sont positionnées à l’arrière du site, et immédiatementdevant les tours, on va proposer un parc public, un parc de commémoration de l’époque desFranciscains sur lequel on va revenir dans un deuxième temps.",fr
84,M. MICHEL HARDY,Donc le projet propose 360 unités d’habitation réparties sur 60 mètres de hauteur qui estla hauteur semblable à ce qui a été approuvé dans le projet O’Nessy,fr
85,M. MICHEL HARDY,un peu plus à l’est;,fr
86,M. MICHEL HARDY,"240 stationnements souterrains avec un accès à ces stationnements-là directement du côté est pourune occupation du site de 17.5 %.Quand on regarde la hauteur du projet proposé, vous voyez ici une coupe dans l’axe nordsud du site, le projet est en turquoise à la droite de l’écran pour vous et on voit, dans le fond, lahauteur de 60 mètres, c'est une hauteur qu’on retrouve dans le quartier de façon assezimportante.",fr
87,M. MICHEL HARDY,"Et quand on regarde maintenant dans l’axe est-ouest, on voit aussi que cette hauteurse retrouve...",fr
88,M. MICHEL HARDY,"À gauche, vous avez le profil du Children’s Hospital en foncé et du côté droit, on voitle projet O’Nessy et un petit peu plus vers le centre-ville, d’autres gabarits de bonne hauteur.",fr
89,M. MICHEL HARDY,"Donc le centre-ville ouest est quand même un quartier où on retrouve des bâtiments dedifférents époques, de différentes hauteurs et de différentes architectures, ce qui en fait vraimentla richesse de ce quartier-là et c'est un peu en continuité de cette histoire qu’aujourd'hui, onpropose une habitation qui correspond à notre façon de vivre d’aujourd'hui, donc au centre-villeplus en hauteur.",fr
90,M. MICHEL HARDY,"Quand on regarde l’avantage de la proposition qu’on propose, dans le fond, c'est que lesite des Franciscains qui est encore une fois délimité en rouge en bas de l’écran, on voit qu’ils’inscrit",fr
91,M. MICHEL HARDY,quand même dans le quartier à travers les espaces verts déjà existants.,fr
92,M. MICHEL HARDY,"Les espaces vertpâle sur la carte, dans le fond, sont tous des jardins privés qui appartiennent à des institutionsreligieuses ou des maisons d’enseignement, que ce soit le Grand Séminaire, le Collège Dawson,le Couvent des Sœurs Grises, ce sont des espaces verts mais qui ne sont pas publics",fr
93,M. MICHEL HARDY,"Et le PPU des Grands Jardins a quand même donné l’orientation qu’on voulait que cesespaces-là le deviennent, en tout cas, qu’on essaie de le devenir, de les rendre accessibles.",fr
94,M. MICHEL HARDY,"Le projet élaboré ici sur le site des Franciscains propose un accès public à un jardincentral sur René-Lévesque, qui serait devant le projet résidentiel entièrement ouvert sur René-Lévesque et ce serait un jardin de commémoration de l’époque des Franciscains.",fr
95,M. MICHEL HARDY,On va voirl’aménagement un peu plus détaillé tantôt.,fr
96,M. MICHEL HARDY,"Dans la portion ouest, les Franciscains ont suggéré qu’on implante un nouveau parcpublic pour relier René-Lévesque à la rue du Souvenir compte tenu que les citoyens utilisent déjàla propriété pour accéder entre les deux rues.",fr
97,M. MICHEL HARDY,"Alors ils ont demandé que soit officialisé un espacesécurisé, public, pour permettre ce passage-là ainsi qu’un accès à la falaise Saint-Jacques.",fr
98,M. MICHEL HARDY,On vavoir le détail tantôt.,fr
99,M. MICHEL HARDY,"En façade sur René-Lévesque, les grands jardins qui appartiennent à la maison Massonou à la maison Judah évidemment sont protégés, restaurés.",fr
100,M. MICHEL HARDY,"Et devant le projet résidentiel, unnouveau parc public de la commémoration et l’accès au nouveau projet résidentiel, un peu à droitedu parc de commémoration, dans le fond, cet accès-là va s’inscrire aussi, va être une zone nonconstruite avec un couvert végétal important pour maintenir l’espace vert le long de RenéLévesque.",fr
101,M. MICHEL HARDY,"La falaise Saint-Jacques, complètement au sud du terrain, serait publique dans la zone duparc ouest mais privatisée en vis-à-vis du projet d’habitation et des maisons Judah et Masson.",fr
102,M. MICHEL HARDY,"Laraison est que l’analyse du couvert végétal a démontré que cette végétation, elle est fragile, ledénivelé est important et il y a déjà eu beaucoup de piétinement dans le secteur de la falaise.",fr
103,M. MICHEL HARDY,C'est un endroit qui est presque impossible à gardienner parce qu’il n’y a pas de rue publique quile borde.,fr
104,M. MICHEL HARDY,"Alors la proposition du projet, dans le fond, est de privatiser cesecteur-là et de le laisser en vis-à-vis des terrains des résidences qui le bordent.",fr
105,M. MICHEL HARDY,Vous avez une vue ici qui montre le projet proposé en superposition avec la situationexistante du site.,fr
106,M. MICHEL HARDY,"Donc au centre, vous voyez les deux tours.",fr
107,M. MICHEL HARDY,"Entre les deux tours, il va y avoir unjardin privé pour les résidents sur le thème des jardins cloîtrés.",fr
108,M. MICHEL HARDY,"On devine en avant le parc decommémoration avec les alignements de pommetiers, on va y revenir tantôt en détail, etévidemment, le débarcadère.",fr
109,M. MICHEL HARDY,Il va y avoir l’ajout quand même de végétation assez importantepour être capable de consolider les trous qui ont été faits lors de l'incendie.,fr
110,M. MICHEL HARDY,Si on passe maintenant à la mise en valeur du paysage et des vestiges.,fr
111,M. MICHEL HARDY,seraient donnés à la communauté.,fr
112,M. MICHEL HARDY,"Il faut savoir que ce sont des donsvolontaires, qu’il n’y a pas d’obligation pour les Franciscains de donner ces espaces-là.",fr
113,M. MICHEL HARDY,Donc c'est vraiment une contribution volontaire.,fr
114,M. MICHEL HARDY,"Donc sur René-Lévesque, un jardin public central et du côtéouest, un parc public.",fr
115,M. MICHEL HARDY,"Si on regarde en agrandi, le jardin public central, donc l’idée serait de commémorer lapériode où les Franciscains ont occupé le site.",fr
116,M. MICHEL HARDY,"Cette période malheureusement aujourd'hui, il enreste peu de vestiges à cause de l'incendie.",fr
117,M. MICHEL HARDY,"Par contre, on pense retrouver des pierres aumoment de l’excavation dans le sol et ce qu'on proposerait serait de reconstruire à même le solles traces de ce qui a été la chapelle Saint-François qui était un lieu de culte avec un accès publicdirectement de René-Lévesque, là où était l’entrée centrale dans la nef, des allées de pommetiersou de vergers, entendons-nous, et avec des bancs qui rappellent un peu le culte d’autrefois et çaserait un parc un peu plus à vocation contemplative qu’un parc actif.",fr
118,M. MICHEL HARDY,"Les Franciscains ont aussi conservé, récupéré dis-je, la cloche lors de l'incendie de lachapelle et cette cloche serait réinstallée à l’emplacement où elle était à l’origine sur un des soclesde pierre qui existent encore aujourd'hui, qui servaient autrefois à supporter des statuesdisparues.",fr
119,M. MICHEL HARDY,"Du côté droit dans le parc, vous voyez un deuxième lieu de commémoration où là onpourrait réimplanter, dans le fond, la croix qui a été conservée sur un socle et faire aussi del’interprétation des maisons bourgeoises de l’époque qui ont aussi occupé le lieu avant la périodedes Franciscains.",fr
120,M. MICHEL HARDY,Donc c'est un peu la vocation du parc.,fr
121,M. MICHEL HARDY,"Le parc serait entièrement ouvert sur RenéLévesque, il n’y aurait pas de clôture pour le délimiter.",fr
122,M. MICHEL HARDY,"Le parc serait toutefois délimité enpériphérie à l’arrière par rapport au projet d’habitation, de part et d’autre par rapport aux maisonsJudah et Masson.",fr
123,M. MICHEL HARDY,Les aménagements évidemment sont proposés.,fr
124,M. MICHEL HARDY,Ce n’est pas des aménagements finauxétant donné que tout ça évidemment va devoir être discuté avec le Service d’aménagement desparcs mais c'est quand même des parcs qui seraient aménagés par Prével et qui seraientredonnés à la Ville pour être entretenus par la Ville.,fr
125,M. MICHEL HARDY,"Donc des ambiances de ce parc, un peu des références qu’on a trouvéesd’aménagements similaires ailleurs.",fr
126,M. MICHEL HARDY,Donc ça donne un peu les ambiances.,fr
127,M. MICHEL HARDY,"Du côté ouest, le parc de quartier, dans le fond, vient lui créer un lien entre rue duSouvenir et René-Lévesque.",fr
128,M. MICHEL HARDY,"Donc une allée relativement droite avec un sentier aménagé, éclairépour pouvoir le gardienner le soir à partir de René-Lévesque et de la rue du Souvenir.",fr
129,M. MICHEL HARDY,C'est unparc évidemment qui consolide la végétation qui est déjà en place.,fr
130,M. MICHEL HARDY,"Donc on vient compenser lestrous, on vient les remplir, et il y a déjà à cet endroit-là à mi-niveau de la falaise une zone où lespromeneurs vont souvent avec leurs chiens.",fr
131,M. MICHEL HARDY,"Alors cet espace serait conservé, serait mieuxaménagé, mieux éclairé pour être capable d’être utilisé d’une façon plus simple et plus sécure parles citoyens.",fr
132,M. MICHEL HARDY,"Donc on voit ici des exemples similaires qui montrent des aménagements autour d’unsous-bois, dans le fond, qui donnent un peu l’idée de ce que ça pourrait être.",fr
133,M. MICHEL HARDY,"Maintenant, au niveau des vestiges, la diapositive suivante vous montre, dans le fond,comment le projet d’habitation s’implante par rapport à l’ancien ensemble conventuel desFranciscains.",fr
134,M. MICHEL HARDY,Donc en rouge en avant à gauche...,fr
135,M. MICHEL HARDY,"En haut à gauche, dis-je, vous voyez la tracede l’ancienne chapelle Saint-François qui serait récupérée et remise en scène, dans le fond, dansle jardin de commémoration et on voit comment la partie habitation se situe vraiment à l’arrière.",fr
136,M. MICHEL HARDY,"L’habitation serait située aussi en arrière des maisons Judah et Masson, il y aurait unrecul d’environ 20 mètres...",fr
137,M. MICHEL HARDY,"- excusez-moi, 6 mètres, donc 20 pieds, de sorte à ce que laprépondérance sur René-Lévesque serait donnée aux maisons Masson et Judah et l’habitationserait légèrement en recul par rapport à ces résidences-là.",fr
138,M. MICHEL HARDY,"Évidemment, de très belles clôtures sur René-Lévesque pour la maison Masson ici etJudah aussi en fer forgé et en empierrement qui vont être nettoyées, recyclées et doncconservées.",fr
139,M. MICHEL HARDY,"Donc le projet, dans le fond, propose la mise en valeur des vestiges, propose aussi que ledéveloppement résidentiel se fasse sur la portion centrale et qu’il n’y ait plus de possibilité deredévelopper les terrains Masson et Judah.",fr
140,M. MICHEL HARDY,"Donc dans l’ensemble du site, l’habitation seraitvraiment concentrée au centre et la conservation et la mise en valeur du patrimoine et du couvertvégétal font partie du projet global et le projet global prévoit qu’il n’y aura pas de redéveloppementrésidentiel sur les autres propriétés à proximité.",fr
141,M. MICHEL HARDY,"Donc ici on voit le socle de statue en pierre naturelle qui est sur le site, qu’on récupéreraitet qui pourrait être réutilisé dans le parc de commémoration;",fr
142,M. MICHEL HARDY,des emmarchements anciens dans lafalaise Saint-Jacques qu’on enlèverait pour ne pas inciter les gens à y aller;,fr
143,M. MICHEL HARDY,"et aussi le belvédèrearrière, dans le fond, de la maison Masson qui a été construit à l’époque et qui serait restauré luiaussi et la mise en valeur serait refaite et assurer la conservation.",fr
144,M. MICHEL HARDY,"Maintenant, la falaise Saint-Jacques, on voit ici une vue aérienne de l’ouest vers l’est.",fr
145,M. MICHEL HARDY,Onvoit que c'est quand même un espace vert important à l’échelle non seulement du quartier mais ela Ville.,fr
146,M. MICHEL HARDY,Donc le projet des Franciscains se situe dans la portion haute du site et on voit ici desambiances qu’il y a un peu le long de cette falaise.,fr
147,M. MICHEL HARDY,"Donc en vis-à-vis de la maison Judah et de lapartie habitation, le projet ne prévoit pas que la falaise serait publique parce que la végétationcomme je le disais tantôt, elle est fragile à cet endroit-là.",fr
148,M. MICHEL HARDY,Donc ça fait un peu le tour du projet.,fr
149,M. MICHEL HARDY,Ça nous fera plaisir de répondre plus en détail à vosquestions.,fr
150,LA PRÉSIDENTE,"Je cèderais maintenant la parole à monsieur Marc Labelle, qui estdirecteur de l’aménagement urbain et des services aux entreprises de l’arrondissement de VilleMarie.",fr
151,M. MARC LABELLE,"Bonsoir, Madame la présidente, Messieurs les commissaires, bref rappel.",fr
152,M. MARC LABELLE,"En 2015,le conseil de l’arrondissement Ville-Marie a pris la décision de relancer le projet de développementimmobilier mandatant du même fait la fonction publique de poursuivre les pourparlers, lesnégociations avec le promoteur immobilier Prével désigné par la communauté des Franciscains.",fr
153,M. MARC LABELLE,"Ce soir, je suis accompagné à ma droite de Jean-François Morin, chef de la Division del’urbanisme et du développement économique au sein de mon équipe, et de madame StéphanieTurcotte, conseillère en aménagement, chef d’équipe au sein de mon équipe.",fr
154,M. MARC LABELLE,Madame Turcotte ala responsabilité ce soir de faire la présentation.,fr
155,M. MARC LABELLE,Donc je lui cède la parole.,fr
156,MME STÉPHANIE TURCOTTE,"La consultation de ce soir finalement fait partie de la démarche d’autorisation dedeux projets de règlement qui ont été déposés au conseil municipal : un premier règlement visantla modification du Plan d’urbanisme et le deuxième règlement serait adopté en vertu de la Chartede la Ville de Montréal, à l’article 89(3), puisqu’",fr
157,MME STÉPHANIE TURCOTTE,il s’agit d’un projet qui comporte plus de 25 000mètres carrés de plancher.,fr
158,MME STÉPHANIE TURCOTTE,"Donc sans vouloir répéter ce que monsieur Hardy a dit, évidemment la propriété desFranciscains compte plus de 18 000 mètres carrés de terrain, se trouve du côté sud du boulevardRené-Lévesque, donc à l’ouest de l’esplanade Ernest-Cormier qui fait face au Centre canadiend’architecture, non loin de l’Hôpital général de Montréal.",fr
159,MME STÉPHANIE TURCOTTE,En contrebas se trouvent évidemment la falaise Saint-Jacques que vous avez abordéemais aussi la voie ferrée du CP et les embranchements qui mènent à l’autoroute Ville-Marie.,fr
160,MME STÉPHANIE TURCOTTE,"Etévidemment, le secteur résidentiel du secteur du Souvenir.",fr
161,MME STÉPHANIE TURCOTTE,"Donc le site aussi se trouve finalement dans le prolongement d’un ensemble de parcsqu’on a abordés, donc le square Cabot, le parc Henri-Dunant, le parc Toe-Blake, le parc Baile et les jardins du CCA.",fr
162,MME STÉPHANIE TURCOTTE,"Donc c'est ce qui a aussi, comme monsieur Hardy l’a expliqué, qui a aligné sion veut la réflexion par rapport au développement du site.",fr
163,MME STÉPHANIE TURCOTTE,Le secteur que vous voyez en fond donc correspond à deux secteurs de recensementpour une population en 2006 qui s’établissait à environ 4 600 personnes avec 2 650 ménages.,fr
164,MME STÉPHANIE TURCOTTE,"Lesecteur est très riche au niveau patrimonial, donc d’une histoire très riche qu’on va aborder unpeu.",fr
165,MME STÉPHANIE TURCOTTE,"Donc on voit ici les bâtiments qui sont exceptionnels dans un secteur où les terrains vacantssont très peu nombreux et dans l’aire de protection de la maison Shaughnessy qu’on retrouve iciet son aire de protection, puisqu’il s’agit d’un bâtiment classé en vertu de la Loi sur les biensculturels.",fr
166,MME STÉPHANIE TURCOTTE,"Donc comme on le disait, le site des Franciscains comprend trois lots qui sont occupéspar les anciennes villas, maison Judah et la maison Masson qui ont été acquises par lesFranciscains.",fr
167,MME STÉPHANIE TURCOTTE,Ces villas sont les dernières d’,fr
168,MME STÉPHANIE TURCOTTE,une génération de villas qui étaient éparpillées ici et làsur la rue Dorchester.,fr
169,MME STÉPHANIE TURCOTTE,"Donc là, vous en avez un échantillon très rapide mais les maisons Judah et Masson, avecleurs jardins et leurs parvis, sont les derniers exemplaires de cette époque-là qui sont conservéesquasi intégralement avec le temps, qui d'ailleurs sont les seules à avoir conservé tout leur parvisdécoratif, leur clôture, leur muret et leurs caractéristiques architecturales d’origine.",fr
170,MME STÉPHANIE TURCOTTE,"Donc cespropriétés-là s’accompagnaient des maisons qu'on voyait sur le flanc sud du mont Royal, de lamontagne, et étaient aménagées sur la rue Dorchester où on avait une vue imprenable.",fr
171,MME STÉPHANIE TURCOTTE,"Donc çaavait favorisé le développement de ce genre de villa-là, la topographie aidant.",fr
