,speaker,sentence,lang
34,MME PATRICIA VIANNAY,"C’est pas un projet qui veut orienteret qui veut, finalement, sortir la voiture du centre-ville.",fr
35,MME PATRICIA VIANNAY,"Donc, nous, ça nous dérangebeaucoup, nous et nos membres.",fr
36,MME PATRICIA VIANNAY,"Ensuite, un des autres principes que nous on voit beaucoup dans le projet, c’estqu’on veut valoriser le foncier.",fr
37,MME PATRICIA VIANNAY,"C’est un projet qui vise à valoriser ce secteur-là, le foncier, lavaleur.",fr
38,MME PATRICIA VIANNAY,"Et, pour nous, ça, c’est des préoccupations de développeurs, d’investisseurs.",fr
39,MME PATRICIA VIANNAY,"C’estpas des préoccupations des citoyens et des citoyennes qui eux, s’ils avaient été en amont dela réflexion, auraient probablement, d’après ce qu’ils nous disent, basé le projet sur unevalorisation de leur milieu de vie actuelle, sur une amélioration de leurs conditions de vie etnon pas sur une valorisation du foncier qui va attirer de nouveaux investissements au centreville de Montréal.Et du coup, ça nous amène sur un troisième enjeu qui nous interpelle, c’est lenouveau Montréal;",fr
40,MME PATRICIA VIANNAY,"mais il s’adresse à qui, ce nouveau Montréal?",fr
41,MME PATRICIA VIANNAY,"Et là, je vais donnerquelques détails en termes de chiffres.",fr
42,MME PATRICIA VIANNAY,Il y a des gens qui vivent déjà dans ce secteur-là.,fr
43,MME PATRICIA VIANNAY,"LaPetite-Bourgogne, par exemple ─ puis je me doute que le Comité Logement Centre-Sud qui,lui, intervient davantage sur l’autre partie, finalement, concernée, donc dans l’arrondissementCentre-Sud.",fr
44,MME PATRICIA VIANNAY,"La Petite-Bourgogne, c’est plus ou moins 3 000 locataires dont le quart paient plusde 30% de leurs revenus pour se loger.",fr
45,MME PATRICIA VIANNAY,"C’est reconnu, ce n’est pas juste le POPIR-ComitéLogement qui dit ça, que quand on paye plus de 30% de son revenu pour se loger, on a dela difficulté à combler, à répondre à ses autres besoins essentiels.",fr
46,MME PATRICIA VIANNAY,"Séance de l’après-midi du 13 janvier 2010Donc, c’est un chiffre important.",fr
47,MME PATRICIA VIANNAY,"Ces locataires-là, ils vivent ici puis ils ont besoin deloyers beaucoup plus accessibles, financièrement.",fr
48,MME PATRICIA VIANNAY,"Le Sud-Ouest c’est aussi, dans les dernières années, de fortes augmentations deloyer, surtout si on se compare au reste de Montréal.",fr
49,MME PATRICIA VIANNAY,"Entre 2005 et 2008, les loyers ontaugmenté de 15 % dans le Sud-Ouest.",fr
50,MME PATRICIA VIANNAY,"C’est une augmentation, c’est plus du double dureste de Montréal, c’est 7 % dans le reste de Montréal.",fr
51,MME PATRICIA VIANNAY,"Et on a des chiffres encore plusimportants si on va typologie par typologie, là.",fr
52,MME PATRICIA VIANNAY,"Les plus petits logements, c’est desaugmentations de 22 %.Donc, c’est une forte spéculation sur les loyers qu’on a connue dans les troisdernières années avec les chiffres qu’on a, les dernières datant de 2008.",fr
53,MME PATRICIA VIANNAY,Il y a vraiment unegrosse augmentation des loyers.,fr
54,MME PATRICIA VIANNAY,"C’est une réalité concrète, actuelle.",fr
55,MME PATRICIA VIANNAY,"Le Sud-Ouest, c’est aussi des logements qui se dégradent.",fr
56,MME PATRICIA VIANNAY,"Si on regarde les besoinsen réparations majeures ─ puis les réparations majeures, on est souvent proche del’insalubrité ─ c’est des problèmes vraiment structurels dans le logement et dans lesbâtisses.",fr
57,MME PATRICIA VIANNAY,"Et là, aussi, il y a une grosse augmentation des logements qui ont besoin deréparations majeures.",fr
58,MME PATRICIA VIANNAY,"Donc, pour nous qui travaillons quotidiennement avec les résidants, ces chiffres, çaveut dire que dans le Sud-Ouest, si on veut vraiment... en tout cas dans la partie du SudOuest concernée par le projet, il y a des besoins, en logements sociaux, impérieux",fr
59,MME PATRICIA VIANNAY,"─ c’estimportant le nombre de personnes qui consacrent trop pour se loger ─, il y a une nécessitéd’investir, certes, mais dans le parc existant, parce qu’il y a des logements qui ont vraimentbesoin de rénovations, et il y a un besoin, aussi, évidemment, de contrôler les loyers, parceque la spéculation qu’on constate, elle se fait au détriment de la qualité de vie de bien deslocataires du secteur.",fr
60,MME PATRICIA VIANNAY,"Donc, pour nous, on regarde ces besoins-là.",fr
61,MME PATRICIA VIANNAY,"On regarde ces chiffres-là, puis on estface à un projet qui vise la valorisation du foncier et qui aura, c’est sûr, des effetsinflationnistes.",fr
62,MME PATRICIA VIANNAY,"Surtout que, bon, pour que ces terrains-là soient rentables, il va falloirconstruire en hauteur, il va falloir densifier énormément.",fr
63,MME PATRICIA VIANNAY,"Il va y avoir des enjeux techniques,aussi, pour que ces logements soient vivables, finalement.",fr
64,MME PATRICIA VIANNAY,"Et, en plus, ça va avoir desrépercussions sur les quartiers environnants, dont la Petite-Bourgogne.",fr
65,MME PATRICIA VIANNAY,"Donc, pour nous, ce que ça veut dire, c’est que ce nouveau Montréal, bien, il ne vapas profiter aux résidants actuels.",fr
66,MME PATRICIA VIANNAY,Il ne s’adresse pas à eux de toute façon.,fr
67,MME PATRICIA VIANNAY,"Et il risque mêmede venir les appauvrir, parce qu’il va y avoir un impact, un embourgeoisement du quartier.",fr
68,MME PATRICIA VIANNAY,"Ilva y avoir de la spéculation, pas juste sur le nouveau développement, mais sur tous lesquartiers environnants.",fr
69,MME PATRICIA VIANNAY,"Donc, pour nous, c’est ça que veut dire le projet qui est actuellementsur la table.",fr
70,MME PATRICIA VIANNAY,"Séance de l’après-midi du 13 janvier 2010Donc, eu égard à ces trois enjeux, bien, nous, on aurait des recommandations àfaire, on les a donc notées dans notre mémoire.",fr
71,MME PATRICIA VIANNAY,"Pour nous, c’est important de prendre le temps puis de retourner à la table à dessin.",fr
72,MME PATRICIA VIANNAY,"Il faut poursuivre la réflexion puis il faut y intégrer des principes, des nouveaux paradigmes,que nous, on n’a pas trouvés dans le projet actuel.",fr
73,MME PATRICIA VIANNAY,"Le premier, pour nous, ça serait vraiment d’intégrer ce projet-là dans une visionbeaucoup plus globale, qui questionne la place de la voiture dans le centre-ville, mais aussila façon de densifier le centre-ville, de densifier le tissu urbain dans une perspective qui vaêtre habitable et durable pour toutes et tous ceux qui y sont déjà, incluant les familles.",fr
74,MME PATRICIA VIANNAY,"Nous, on souhaiterait un projet qui émane davantage de la société civile,évidemment.",fr
75,MME PATRICIA VIANNAY,"C’est les résidants, les résidantes qui font vivre le Montréal actuel puis quiferont vivre le nouveau Montréal et non pas des investisseurs potentiels.",fr
76,MME PATRICIA VIANNAY,"On veut un projet qui va miser, plutôt que de miser sur la valorisation du foncier, surla spéculation immobilière, bien, plutôt, à répondre aux besoins des ménages qui sont déjàlà et qui ont exprimé ces besoins.",fr
77,MME PATRICIA VIANNAY,"Et puis, finalement, on veut s’assurer ─ notamment, je pense évidemment aulogement social ─ et on veut aussi s’assurer que le projet, puis on l’a pas vu du tout, va sedoter, va prévoir des outils pour justement contrer les effets négatifs du projet.",fr
78,MME PATRICIA VIANNAY,"Par exemple,quand on parle de spéculation, par exemple, la mise en réserve de terrains pour éviter queces terrains-là soient l’objet d’une spéculation, pour nous, elle est essentielle, puis elle doitfaire partie du projet et non pas arriver dans les phases subséquentes quand le mal sera fait.",fr
79,LA PRÉSIDENTE,"Je vous remercie, Madame Viannay, restez avec nous.",fr
80,LA PRÉSIDENTE,Je vous remercie doublementparce que vous avez tenu pile-poil votre temps.,fr
81,MME PATRICIA VIANNAY,Séance de l’après-midi du 13 janvier 2010,fr
82,LA PRÉSIDENTE,J’incite les autres à prendre exemple sur madame Viannay.,fr
83,MME PATRICIA VIANNAY,"que nous, on n’est pas des experts du transport.",fr
84,MME PATRICIA VIANNAY,"Donc, je ne seraisprobablement pas en mesure de vous dire comment régler le problème de la voiture aucentre-ville, en même temps qu’avec Turcot, on a un petit peu mis les doigts dedans dansles dernières années, puis c’est sûr que nous, on trouvait qu’un boulevard urbain,physiquement, ça a l’air d’être moins dédié à la voiture, mais concrètement, ça reste quandmême...",fr
85,MME PATRICIA VIANNAY,"quand on voit le nombre de voies qui sont prévues, tout ça, nous, on ne voit pas,dans le projet, qu’il y a vraiment des choses qui sont mises clairement en place pour que lesvoitures arrêtent de rentrer à Montréal.",fr
86,MME PATRICIA VIANNAY,"Donc, on veut un petit peu leur compliquer la vie.",fr
87,MME PATRICIA VIANNAY,"Il va y avoir plus de feux, destationnements et tout ça, mais concrètement, les automobilistes s’habituent.",fr
88,MME PATRICIA VIANNAY,On le voit surla rive-nord ou la rive-sud.,fr
89,MME PATRICIA VIANNAY,"Il y a 20 ans, on partait à 6 h 30 du matin, maintenant on part à5 h 45, mais il y a toujours autant de voitures qui rentrent à Montréal.",fr
90,MME PATRICIA VIANNAY,"Donc, on ne croit pas que de compliquer l’entrée avec quelques feux destationnements, par exemple, va faire que les gens vont changer leurs habitudes.",fr
91,MME PATRICIA VIANNAY,"Pour nous,il faut carrément enlever des voies, beaucoup plus que ce qui est prévu, et il faut vraimentdonner un moyen alternatif de transport aux gens, efficace.",fr
92,MME PATRICIA VIANNAY,"Donc d’où, par exemple, on l’a vu aussi avec d’autres partenaires, par exemple unsystème sur rail qui est plus efficient, là, qui permettrait vraiment aux gens d’avoir un choixréel : bon, bien, là, j’arrête de rentrer à Montréal en voiture.",fr
93,"M. VIATEUR CHÉNARD, commissaire",Séance de l’après-midi du 13 janvier 2010,fr
94,LA PRÉSIDENTE,"Madame Viannay, j’aimerais vous amener sur la mécanique du développement deprojet, en référence, de façon globale, à vos recommandations qui appellent, si jecomprends bien, un meilleur dialogue entre la Ville et les citoyens, puisque vous indiquez enpage 5 de votre mémoire, vous concluez à un réel déficit démocratique dans l’élaborationmême du projet, et cetera.",fr
95,LA PRÉSIDENTE,"À quel mécanisme de concertation, vous penseriez, dans le cadre de l’avant-projetqui nous est présenté dans le cadre de cette commission-ci?",fr
96,MME PATRICIA VIANNAY,"Bien, mes collègues de Pointe-Saint-Charles pourraient peut-être aller plus en détaillà-dessus, mais il y a des quartiers, par exemple, où ils ont fait des opérations populairesd’aménagement où vraiment, sans décider au début de « qu’est-ce qu’on va faire de quelterritoire » on apporte devant les citoyens, on interpelle les citoyens sur quelque chose...",fr
97,MME PATRICIA VIANNAY,"Il y a tel territoire ─ là, c’était les terrains du CN ─ tel territoire est à développer.",fr
98,MME PATRICIA VIANNAY,"Vous qui vivez dans le quartier, vous qui connaissez vos besoins et ceux de vos voisins,vous qui savez quelles vont être les conséquences des développements à venir, parce quevous en avez vécu des changements, déjà, dans vos quartiers, qu’est-ce que vous voyezcomme développement à venir?Puis ça, on ne l’a pas vu dans ce projet-là.",fr
99,MME PATRICIA VIANNAY,"On comprend que la ville de Montréal amandaté une société parapublique où, moi, quand je regarde les compositions actuelles etpassées, les conseils d’administration, on retrouve davantage des gens qui ont des intérêtsd’investisseurs, il faut le reconnaître, et non pas les gens qui forcément vivent dans cesecteur et qui vont devoir, après, vivre... soit venir s’installer, soit vivre avec lesconséquences du développement.",fr
100,MME PATRICIA VIANNAY,"Donc, c’est vraiment partir beaucoup plus en amont et ne pas arriver avec dessessions d’information où on a déjà décidé des grands principes, où on a déjà dit : Voilà cequ’on veut.",fr
101,MME PATRICIA VIANNAY,"Trouvez-vous notre projet bon?Nous, on le vit comme ça, dans notre bureau, dans le Sud-Ouest avec nos militants.",fr
102,LA PRÉSIDENTE,", contribuer sous une forme ou une autre, que ça soit à une table deconcertation ou autre chose, à l’élaboration, dès le départ, des principes mêmes.",fr
103,LA PRÉSIDENTE,Séance de l’après-midi du 13 janvier 2010,fr
104,MME PATRICIA VIANNAY,"Des principes, exactement, en amont et non pas après faire des commentaires surquelque chose qui a déjà été pensé et qui a fait l’objet de nombreuses sorties médiatiques.",fr
105,MME PATRICIA VIANNAY,Parce qu’il ne faut pas nier l’impact aussi de toute cette stratégie de communication dans ceprojet-là.,fr
106,MME PATRICIA VIANNAY,"Les manchettes encensent un projet et pour monsieur et madame tout le monde,c’est pas évident de s’y retrouver.",fr
107,MME PATRICIA VIANNAY,"Et surtout, c’est pas évident de penser à une alternativequand tout a déjà été pensé d’avance.",fr
108,LA PRÉSIDENTE,"Et que proposeriez-vous à la Ville, dans le contexte de l’avant-projet, étant donnéqu’il est difficile, vous en conviendrez, de reculer dans le temps ─ on en est aujourd’hui avecun avant-projet ─, pour la suite des choses, vous verriez ça comment en termes demécanisme, encore une fois, de concertation?",fr
109,MME PATRICIA VIANNAY,", moi, de ce qu’on entend, moi, je pense que l’Office de consultation n’aura pasle choix de relever qu’il y a vraiment des citoyens qui souhaiteraient pouvoir continuer àréfléchir sur ce projet-là.",fr
110,MME PATRICIA VIANNAY,"Donc, peut-être arrêter de penser que c’est urgent, qu’il fautabsolument le faire et puis peut-être interpeler les citoyens et leur permettre de rêver sur unautre projet.",fr
111,MME PATRICIA VIANNAY,"Et puis peut-être d’intégrer, ce qui peut paraître un rêve au départ, mais qui vadonner une ville beaucoup plus habitable selon nous.",fr
112,LA PRÉSIDENTE,"Je vous remercie, Madame Viannay.",fr
113,LA PRÉSIDENTE,"J’inviterais monsieur Éric Michaud s’il vous plaît, accompagné de monsieur Rayside.",fr
114,LA PRÉSIDENTE,"Bonjour, Messieurs Michaud et Rayside!Séance de l’après-midi du 13 janvier 2010",fr
115,M. ÉRIC MICHAUD,"Bonjour, Madame Laperrière, Messieurs les commissaires.",fr
116,M. ÉRIC MICHAUD,"C’est ça, on va faire uneprésentation à deux.",fr
117,M. ÉRIC MICHAUD,"Monsieur Rayside va plus se concentrer sur les cartes, puis moi sur letexte de notre mémoire.",fr
118,M. ÉRIC MICHAUD,"Donc, Habiter Ville-Marie, c’est une concertation qui regroupe une quinzained’organismes œuvrant sur le territoire de l’arrondissement Ville-Marie.",fr
119,M. ÉRIC MICHAUD,"Ça regroupe desorganismes communautaires, des organismes publics, aussi, comme le CSSS de laMontagne, des tables de concertation, comme la table d’aménagement du Centre-Sud quereprésente monsieur Rayside, et des fédérations montréalaises.",fr
120,M. ÉRIC MICHAUD,"desOSBL d’habitations de Montréal,",fr
121,M. ÉRIC MICHAUD,"la Fédération des coopératives d’habitation de Montréal,aussi, qui siègent sur la table.",fr
122,M. ÉRIC MICHAUD,"L’arrondissement de Ville-Marie, c’est un territoire où il y a plusieurs caractéristiques.",fr
123,M. ÉRIC MICHAUD,"D’abord, on observe de grandes disparités socioéconomiques sur le territoire, à la fois dansla population puis entre les différents quartiers de l’Arrondissement.",fr
124,M. ÉRIC MICHAUD,"Il y a par contre, encoreprésente, une mixité sociale, mais qu’il faut travailler à maintenir.",fr
125,M. ÉRIC MICHAUD,Il existe des besoins importants en matière de logements sociaux communautaires.,fr
126,M. ÉRIC MICHAUD,"On a fait part de quelques statistiques pour le quartier qui est au nord, le quartier PeterMcGill qui est au nord du projet.",fr
127,M. ÉRIC MICHAUD,"Aussi, sur l’Arrondissement lui-même, je vous ai apporté unportrait que je vais déposer, un portrait qui a été produit par la Direction de l’habitation de laVille de Montréal, concernant l’arrondissement dans son ensemble.",fr
128,M. ÉRIC MICHAUD,"Essentiellement, les statistiques, il y a 77...",fr
129,LA PRÉSIDENTE,"Est-ce que vous pourriez seulement nous indiquer le titre du document et l’année, s’ilvous plaît?",fr
130,M. ÉRIC MICHAUD,Ça date de l’été 2009 et ça s’appelle : Profile statistique en habitation del’arrondissement Ville-Marie.,fr
131,M. ÉRIC MICHAUD,C’est basé sur les statistiques de 2006.,fr
132,LA PRÉSIDENTE,Ça sera déposé sur le site Web.,fr
133,LA PRÉSIDENTE,Séance de l’après-midi du 13 janvier 2010,fr
134,M. ÉRIC MICHAUD,Il y a donc des besoins importants en matière de logement.,fr
135,M. ÉRIC MICHAUD,"On parle de 77 % delocataires, revenu médian des ménages qui est sensiblement inférieur qu’à Montréal.",fr
136,M. ÉRIC MICHAUD,au lieu de 38 000 $ par an,fr
137,M. ÉRIC MICHAUD,"43 % des ménages ont un taux d’effort de30 % et plus, comparativement à 33 % à Montréal. 25 % des ménages ont un taux d’effort de50 % et plus, comparativement à 15 % à Montréal.",fr
138,M. ÉRIC MICHAUD,On parle aussi de 17 000 ménageslocataires qui sont sous le seuil de faible revenu.,fr
139,M. ÉRIC MICHAUD,C’est un territoire où la gentrification est à l’œuvre depuis à peu près une décennie.,fr
140,M. ÉRIC MICHAUD,"On constate, entre autres, entre les recensements de 2001 et 2006, que le nombre depropriétaires a augmenté de 44 % comparativement à 11 % à Montréal et que le nombre deménages locataires, lui, a diminué de 3 % comparativement à point 2 % à Montréal, c’est-àdire qu’il y a une diminution de plus de 1 000 ménages locataires dans l’Arrondissement,dans les cinq années en question.",fr
141,M. ÉRIC MICHAUD,"Finalement, c’est un territoire où on observe le développement de plusieurs grandsprojets immobiliers, de projets d’infrastructures et ainsi qu’un boom immobilier très important.",fr
142,M. ÉRIC MICHAUD,"Entre 2002 et 2008, on parle de plus de 8 700 nouveaux logements qui ont été mis enchantier dans l’arrondissement de Ville-Marie.",fr
143,M. ÉRIC MICHAUD,"Là, je vais laisser la parole à monsieur Rayside, je vais revenir un peu plus tard.",fr
144,M. RON RAYSIDE,"C’est juste qu’on a présenté... un peu essayer de voir une vue générale puis dire quequand on intervient, quand on est capable d’intervenir sur ce genre de projet-là, on met del’avant toujours la vue la plus générale possible.",fr
145,M. RON RAYSIDE,"Ça fait que la macro, avant de tomber dansle micro, c’est un peu comme ça l’esprit de notre mémoire puis de certaines des cartes qu’onva vous présenter.",fr
146,M. RON RAYSIDE,"D’ailleurs, c’est une carte qu’on essaie, par tous les moyens, de maintenir à jour.",fr
147,M. RON RAYSIDE,C’est notre vision de ce qu’on appelle le grand centre-ville.,fr
148,LA PRÉSIDENTE,", il semble qu’on ait des problèmes de micro.",fr
149,LA PRÉSIDENTE,Séance de l’après-midi du 13 janvier 2010,fr
150,M. RON RAYSIDE,"La coordination à deux, des fois, c’est aussi complexe que la coordination à millier.",fr
151,M. RON RAYSIDE,"Ça fait que ça, c’est une vue sur l’ensemble de ce qu’on appelle le grand projet et moyenprojet qui s’en vient à Montréal, surtout ce qu’on appelle le grand centre-ville.",fr
152,M. RON RAYSIDE,"Et mêmeautour du projet de Bonaventure, il y a quand même plus que 4 milliards de projets qui sontsoit en cours ou qui sont en préparation et que 4 milliards, sinon plus, c’est beaucoup depieds carrés et beaucoup de logements.",fr
153,M. RON RAYSIDE,"Et même si Bonaventure, actuellement, c’est en périphérie de deux quartiers, dedeux arrondissements, dans les faits, il y a une autre manière de le voir, c’est comme uneépine dorsale pour un plus grand nouveau quartier à chaque côté;",fr
154,M. RON RAYSIDE,autant dans le Sud-Ouestque dans l’arrondissement Ville-Marie.,fr
155,M. RON RAYSIDE,"Comme dans le document que vous avez vu, il y aquand même un recensement de certains des projets autour avec le nombre de logementsqui sont en développement.",fr
156,M. RON RAYSIDE,On a aussi indiqué les projets avec un certain potentiel de développement.,fr
157,M. RON RAYSIDE,"C’estpeut-être pas des nouvelles pour personne, mais le port de Montréal, le quai Bickerdike, toutce qui est autour, mais évidemment Griffintown, le CN et le tri postal et tous ces projets-là.",fr
158,M. RON RAYSIDE,"Mais aussi, sur le côté de Ville-Marie, tout le nombre de terrains vacants ou semi-vacants,les énormes terrains de stationnement, c’est comme un peu un champ vide dans cesquartiers-là et qui, pour nous, ont une certaine importance, en plus de tous les autres projetsqui se développent autour.",fr
159,M. RON RAYSIDE,"Il y a une pression sur tout ce qu’on peut appeler le quartier Bonaventure, mais unepression qui vient de tous les côtés, une pression du centre-ville, du nord, le Vieux-Montréalà l’est, tout le potentiel qui vient à partir du port de Montréal, du sud vers le nord, et lespressions, les projets de condominium dans le Sud-Ouest qui est entre la Petite-Bourgogneet ce site-là, un peu la partie nord du Griffintown, et avec les nouveaux projets dans le sud, leCN, le tri postal et tout ça, qui est quand même beaucoup de pression autour, beaucoup demodifications dans les prochains 10, 20 ans.",fr
160,M. RON RAYSIDE,"C’est aussi, bien c’est juste une autre manière de regarder les zones actuellement endéveloppement et de bien identifier toujours la zone verte, qu’on avait parlé tantôt, qui est aunord de la Cité du multimédia.",fr
161,M. RON RAYSIDE,C’est aussi une entrée dans la présentation des organismes du Sud-Ouest.,fr
162,M. RON RAYSIDE,"Tantôt onavait parlé de l’entrée quand même assez massive des autos qui viennent du sud, maisaussi certaines zones, avec les gares, les deux gares de trains, avec l’arrivée massive desautobus, on en avait parlé ailleurs, l’arrivée de l’autoroute Ville-Marie de l’ouest et de laBonaventure existante.",fr
163,M. RON RAYSIDE,"Donc, et il y a toujours la voie ferrée qui va arriver, qui va toujoursdemeurer une cicatrice dans ces zones-là.",fr
164,M. RON RAYSIDE,"Puis dans le document, dans le projet, il y aSéance de l’après-midi du 13 janvier 2010beaucoup quand même d’efforts pour essayer de réduire l’impact de ces cicatrices-là, maisça va rester quand même.",fr
165,M. RON RAYSIDE,"Aussi, on a mis le trajet du tramway qui s’en vient.",fr
166,M. RON RAYSIDE,"En tout cas, oul’hypothèse du trajet...",fr
167,LA PRÉSIDENTE,"Je vais vous demander, Monsieur Rayside, si vous ne voulez pas que monsieurMichaud se fâche contre vous, là.",fr
168,M. RON RAYSIDE,"Oui, oui, qui se fâche",fr
169,LA PRÉSIDENTE,Il y a de moins en moins de minutes qu’il lui restera.,fr
170,M. RON RAYSIDE,", parce que moi, oui, je sens de la pression à ma droite.",fr
171,LA PRÉSIDENTE,Peut-être aller au point le plus...,fr
172,M. RON RAYSIDE,", si ma mémoire est bonne... oui, c’est le dernier.",fr
173,M. RON RAYSIDE,"C’esttoute la notion des services, aussi.",fr
174,M. RON RAYSIDE,"L’importance des artères de service, actuellement, tout cequi est pour les services de proximité, et comment tenir compte à la fois du tramway qui vachanger, d’une manière dramatique, l’axe de la rue Peel, mais tout le sud, mais aussi decomment profiter des axes qui sont déjà existants, entre autres la rue McGill, et de commentvraiment concevoir, d’une manière cohérente, l’ensemble du secteur en termes des axesqu’on renforcie en termes de service de proximité.",fr
175,M. ÉRIC MICHAUD,"Non, non, non.",fr
176,M. ÉRIC MICHAUD,Séance de l’après-midi du 13 janvier 2010Bon.,fr
177,M. ÉRIC MICHAUD,"Pour poursuivre, je vous dirais que... conclure avec nos recommandations, puispeut-être un commentaire général : nous, on est favorables au développement de grandsprojets immobiliers dans la mesure, bien sûr, où ces projets-là contribuent à l’amélioration dela qualité de vie des résidants dans les quartiers et servent de levier, aussi, notamment audéveloppement de logements sociocommunautaires ainsi qu’au développement social engénéral dans les quartiers.",fr
178,M. ÉRIC MICHAUD,"Malheureusement, ce qu’on constate dans Ville-Marie depuis la dernière décennie,c’est que les grands projets qui ont été développés n’ont pas joué ce rôle-là.",fr
179,M. ÉRIC MICHAUD,"Notamment, sion regarde, par exemple, si on fait un bilan de la stratégie d’inclusion de la Ville de Montréaldepuis...",fr
