,speaker,sentence,lang
31,M. CLAUDE CARETTE,"Donc, dans le plan de transport, pour ce faire, pour atteindre cette vision-là, onsouhaite se défaire graduellement de notre dépendance à l’automobile en favorisant de façonmassive, donc, massivement des investissements en transport collectif et en transport actif.",fr
32,M. CLAUDE CARETTE,"Donc, c'est dans ce cadre de planification stratégique dans lequel se retrouve le projet dequartier Bonaventure.",fr
33,M. CLAUDE CARETTE,"Au niveau du plan de transport, c'est un plan qui propose un virage radical au niveaudes transports collectifs et des transports actifs, mais qui propose aussi un virage ambitieux.",fr
34,M. CLAUDE CARETTE,"Donc, notre horizon de planification est sur 20 ans.",fr
35,M. CLAUDE CARETTE,"Donc, nous avons planifié de façonerstratégique l’ensemble des projets sur l’Île de Montréal en transport sur 20 ans, mais de façonplus détaillée sur un horizon de 10 ans ;",fr
36,M. CLAUDE CARETTE,c'est-à-dire qu’on a proposé sur 10 ans desinvestissements de l’ordre de 5.1 milliards qui sont regroupés sur un vocable qui est leschantiers.,fr
37,M. CLAUDE CARETTE,"Donc, on a 21 chantiers qu’on souhaite déployer sur 10 ans pour un montant de 5milliards pour le plan de transport.",fr
38,M. CLAUDE CARETTE,"Et justement, un de ces chantiers est le corridorBonaventure.",fr
39,M. CLAUDE CARETTE,C’est le chantier numéro 7.,fr
40,M. CLAUDE CARETTE,"C’est-à-dire que dans le plan de transport, dans lavision de transport de la Ville de Montréal, on souhaite installer une plus grande capacité entransport en commun dans le corridor du pont Champlain-Bonaventure et ce, dans le projetde développement de la Société du Havre de Montréal.",fr
41,M. CLAUDE CARETTE,Qu’est-ce que ça veut dire ?,fr
42,M. CLAUDE CARETTE,"C'est que présentement, on sait que le transport collectifest important dans ce corridor-là et on souhaite encore plus le développer et par ailleurs, onsouhaite intégrer encore mieux les transports actifs, c'est-à-dire les piétons et les cyclistes.",fr
43,M. CLAUDE CARETTE,"Ce plan de transport évidemment, il n’y a pas seulement un chantier comme j’ai dit, mais il ya également 21 chantiers, et parmi ces chantiers, il y a des chantiers qui touchent le secteurdu quartier Bonaventure.",fr
44,M. CLAUDE CARETTE,"Tout d’abord dans le plan de transport par rapport au chantier numéro 7, on doits’assurer que le projet métropolitain qui est le projet de système léger sur rail sur le pontChamplain, donc, on s’assure dans le cadre de notre chantier 7 ou encore dans le cadre duquartier Bonaventure de ne pas compromettre la viabilité de ce projet-là à long terme avecnotre projet qui se réalise plus à court terme.",fr
45,M. CLAUDE CARETTE,"Donc, on s’assure de la compatibilité du projetBonaventure avec le projet futur qui est le système léger sur rail à une échelle métropolitaine.",fr
46,M. CLAUDE CARETTE,Au niveau des autres chantiers du plan de transport.,fr
47,M. CLAUDE CARETTE,"Comme vous avez vu dans labande vidéo précédente, il y a le chantier du tramway qui est le premier chantier du plan detransport.",fr
48,M. CLAUDE CARETTE,"Donc, on soit s’assurer que le quartier Bonaventure permette l’intégrationéventuelle d’un tramway dans ce secteur.",fr
49,M. CLAUDE CARETTE,"D’autres chantiers qui ont un impact sur ce quartier Bonaventure en termes detransport, il y a le chantier numéro 2 qui est la navette aéroportuaire.",fr
50,M. CLAUDE CARETTE,"Donc, la desserte desgens de l’aéroport vers le centre-ville dans les quartiers centraux.",fr
51,M. CLAUDE CARETTE,"Il y a également d’autreschantiers, que ce soit les chantiers des pistes cyclables, Montréal dans son chantier numéro13 souhaite doubler ses réseaux de pistes cyclables et il y a des nouvelles voies cyclablesdans le projet Bonaventure.",fr
52,M. CLAUDE CARETTE,C'est ça qu’on souhaite.,fr
53,M. CLAUDE CARETTE,la piétonisation de certaines zones au centre-ville,fr
54,M. CLAUDE CARETTE,Comment s’assurer del’intégration des piétons ?,fr
55,M. CLAUDE CARETTE,"Au niveau du plan de transport, nous avons adopté une charte despiétons.",fr
56,M. CLAUDE CARETTE,Cette charte de piétons s’assure de respecter et de s’assurer de l’intégration deerl’ensemble des aménagements pour favoriser la marche à pied et on doit appliquerégalement cette charte de piétons dans le projet Bonaventure.,fr
57,M. CLAUDE CARETTE,"Évidemment le transport des marchandises, assurer la dessertedu transport des marchandises, en particulier au niveau du port, le projet du boulevard NotreDame qui est à considérer aussi parce qu’on arrive dans l’entrée de la 720.",fr
58,M. CLAUDE CARETTE,"Donc, unensemble de projets qui ont été considérés dans les études pour élaborer évidemment leplan de transport, mais élaborer aussi le projet du quartier Bonaventure.",fr
59,M. CLAUDE CARETTE,"Donc, je vous parlais du plan de transport, du cadre stratégiquedans lequel se retrouve le projet Bonaventure.",fr
60,M. CLAUDE CARETTE,"Actuellement, qu’est-ce qui se passe auniveau de la gestion des déplacements sur ce réseau montréalais ?",fr
61,M. CLAUDE CARETTE,"Actuellement, sur leréseau autoroutier au niveau de l’autoroute Bonaventure, on retrouve de l’ordre de 12 000véhicules.",fr
62,M. CLAUDE CARETTE,"Dans ces 12 000 véhicules, il peut y avoir 1.2 personne par véhicule.",fr
63,M. CLAUDE CARETTE,"Sur 6 véhicules, on retrouve un véhicule où il y a 2 personnes.",fr
64,M. CLAUDE CARETTE,"Donc, ça fait de l’ordre de14 000 déplacements véhiculaires.",fr
65,M. CLAUDE CARETTE,"Mais ce qui est le plus important dans ce corridor-là, c’estdes déplacements par autobus ;",fr
66,M. CLAUDE CARETTE,"on retrouve un potentiel de déplacement de l’ordre de23 700 usagers, donc, de l’ordre de 20 à 23 000 usagers en transport collectif dans cecorridor-là.",fr
67,M. CLAUDE CARETTE,"Donc, c’est un corridor important en transport collectif.",fr
68,M. CLAUDE CARETTE,"Pour un déplacement en auto,vous retrouvez deux déplacements en transport collectif.",fr
69,M. CLAUDE CARETTE,C'est une part modale trèsimportante au-dessus de 60%.,fr
70,M. CLAUDE CARETTE,"C'est très important comme corridor, sinon le plus importanten part modale.",fr
71,M. CLAUDE CARETTE,"En pointe du matin, la dynamique au niveau de lacirculation, que ce soit desvéhicules particuliers, les automobiles, ou encore des autobus, on retrouve des goulots decongestion en amont de ce secteur.",fr
72,M. CLAUDE CARETTE,"On sait tous que sur le pont Champlain,il y a du trafic, donc, ça retient le trafic en particulier sur le pont Champlain et c'est la mêmechose au niveau de l’autoroute 15 pour ceux qui proviennent du secteur plus montréalais.",fr
73,M. CLAUDE CARETTE,"Donc, on se retrouve dans une situation où il n’y a pas de saturation, donc, de congestion surl’autoroute Bonaventure en soi en pointe du matin.",fr
74,M. CLAUDE CARETTE,"Toutefois, en pointe de l’après-midi, la situation est différente.",fr
75,M. CLAUDE CARETTE,"Évidemment onretrouve sensiblement le même nombre de voitures ou de déplacements auto ou le mêmenombre de déplacements en transport en commun, les gens souhaitant retourner chez euxévidemment.",fr
76,M. CLAUDE CARETTE,"Sauf qu’en pointe du soir, le trafic, que ce soit pour les autobus ou encore pourles voitures se retrouvent captés au centre-ville.erDonc, c’est le centre-ville qui contrôle avec ses rues locales, avec ses artères, lagestion du trafic dans le secteur.",fr
77,M. CLAUDE CARETTE,"Ce qui fait que sur le boulevard Bonaventure ou encore surl’autoroute Bonaventure, il y a des petites situations de congestion, mais qui s’avèrent trèsponctuelles.",fr
78,M. CLAUDE CARETTE,"Que ce soit lorsqu’on approche sur le boulevard University pour approcher dansle secteur, il peut y avoir certaines fluctuations de trafic, mais certaines congestions.",fr
79,M. CLAUDE CARETTE,La situation est particulièrement problématique pour les autobus.,fr
80,M. CLAUDE CARETTE,"Contrairement auxautos qui sortent pour retourner vers leurs lieux d’origine, c’est-à-dire leurs maisons le soir,les autobus, eux, doivent sortir, mais également revenir pour venir rechercher des gens etrepartir, et la situation est particulièrement problématique pour le transport en commun en cesraisons de déplacements d’arrivées et de retours pour aller recueillir des gens.",fr
81,M. CLAUDE CARETTE,Ce qui fait qu’on se retrouve dans une congestion importante pour les autobus et onle voit particulier sur la rue de l’Inspecteur.,fr
82,M. CLAUDE CARETTE,"Donc, sur la rue de l’Inspecteur et dans cessecteurs, la rue Duke, William, Inspecteur, on a aménagé au début des années 2000certaines mesures préférentielles pour autobus pour répondre à cette forte demande detransport en commun qui provient par exemple de l’Île des Sœurs ou encore des secteurs dela Rive-sud.",fr
83,M. CLAUDE CARETTE,"Donc, on a déjà aménagé des mesures préférentielles pour autobus, mais quiprésentement ne répondent plus à la demande.",fr
84,M. CLAUDE CARETTE,"Donc, on se retrouve avec beaucoupd’autobus sur la rue de l’Inspecteur, évidemment à proximité des secteurs résidentiels quisont limitrophes à la rue, qui sont présentement présents ou encore en développement.",fr
85,M. CLAUDE CARETTE,"Ça, c'est au niveau de la situation véhiculaire pour les autobus.",fr
86,M. CLAUDE CARETTE,"Pour ce qui est des piétons, les usagers du transport en commun qui prennentl’autobus, on se retrouve avec un fort volume de piétons sur rue dans des conditions qui nese retrouvent pas totalement idéales pour un tel volume de piétons.",fr
87,M. CLAUDE CARETTE,"Donc, on sait qu’il y a unbon volume d’autobus, un bon volume d’usagers de ces autobus-là, et on doit gérer cespiétons-là, ce qui n’est pas fait de façon idéale actuellement.",fr
88,M. CLAUDE CARETTE,"Il y a certains arrêts qui ont étéaménagés à Nazareth-William qui font en sorte qu’on doit s’assurer de répondre à lademande, mais sur la base du réseau actuel.",fr
89,M. CLAUDE CARETTE,"C'est les problèmes actuellement ou la situation actuelle au niveau de la gestion desdéplacements et le projet Bonaventure dans le cadre de la planification du plan stratégiquede transport de la Ville de Montréal sur les bases des orientations du transport collectif etactif, c’est ça qu’on souhaite voir développer en termes de transport au niveau du quartierBonaventure.",fr
90,M. CLAUDE CARETTE,Je vais maintenant céder la parole à monsieur Durocher pour ce qui est de la fonctionde transport et circulation qui est développée dans le cadre du projet Bonaventure.er,fr
91,M. RÉJEAN DUROCHER,Bonsoir à tout le monde.,fr
92,M. RÉJEAN DUROCHER,"Bonsoir, Madame la Présidente.",fr
93,M. RÉJEAN DUROCHER,Ma participation ce soir c’est un peu pour vous expliquer le cheminement qu’on a suivipour ce qui regarde l’aménagement ou la géométrie des aménagements.,fr
94,M. RÉJEAN DUROCHER,"Évidemment, présentement, on a entendu parler du plan de transport de la Ville deMontréal, on a entendu parler également de tous les besoins et demandes qui peuvent êtrereliés au transport en commun.",fr
95,M. RÉJEAN DUROCHER,"Nous, dans un premier temps, on a tenu évidemmentcompte des éléments qui nous ont été mentionnés.",fr
96,M. RÉJEAN DUROCHER,"Donc, dans un premier temps, ce qui est important de tenir compte, c’était vraiment leplan de transport qui privilégiait dans un premier temps la circulation piétonnière, lestransports actifs, le transport par la suite collectif et également qu’est-ce qu’on fait avec lesvéhicules automobiles par la suite.",fr
97,M. RÉJEAN DUROCHER,"Dans un premier temps, la société et ses partenaires ont eu à travailler avec desobjectifs que j’appellerais de transport en commun.",fr
98,M. RÉJEAN DUROCHER,"On en voit ici une liste qui est defavoriser le transport actif et collectif, optimiser les déplacements dans l’axe, réduire le transitrégional vers Ville-Marie, c'est-à-dire l’autoroute, réduire l’utilisation de l’autoroute au centre395ville et également assurer la fonctionnalité et la sécurité du réseau local.",fr
99,M. RÉJEAN DUROCHER,"Quand je parleréseau local, je parle des rues transversales, je parle des habitudes de marche ou dedéplacement des gens qui vivent aux environs.",fr
100,M. RÉJEAN DUROCHER,"Dans un autre volet aussi, on se rend compte que le projet de transport également, desécurité et de transport, n’est pas simplement un volet que j’appellerais voirie ;",fr
101,M. RÉJEAN DUROCHER,"il tientégalement compte de l’aménagement qu’on a parlé depuis le début, c'est-à-dire qu’on vasouscrire ou concevoir une entrée de ville qui soit quand même importante, donc, percutante.",fr
102,M. RÉJEAN DUROCHER,"On veut retisser également les rues telles qu’elles étaient dans le secteur au début dusiècle ou vers les années 40, la qualité et la sécurité de la circulation piétonnière, on en aparlé abondamment, et également les espaces publics de grande qualité, sécuritaires etconviviaux pour les utilisateurs de tout genre, développement immobilier vigoureux etécologique en lien avec le centre-ville également de la partie.erAlors ça, ce sont les objectifs auxquels on a vraiment été confronté pour établir notreplan de match.",fr
103,M. RÉJEAN DUROCHER,"Donc, voici en réalité le projet de géométrie des aménagements tel qu’il vous a étéprésenté depuis le début et qui apparaît au niveau de l’avant-projet détaillé.",fr
104,M. RÉJEAN DUROCHER,"Pour nous, dansun premier temps, on se rend compte qu’on devrait tenir compte de la sortie de l’autorouteBonaventure, mais également de l’entrée, en fait, au niveau de l’autoroute Ville-Marie ensouterrain.",fr
105,M. RÉJEAN DUROCHER,Ces éléments-là sont quand même des éléments importants.,fr
106,M. RÉJEAN DUROCHER,"C'était descontraintes, des critères qu’on nous a donnés de base et on en a tenu compte lors de notreaménagement.",fr
107,M. RÉJEAN DUROCHER,"Présentement on a en place, comme on l’a déjà dit, une autoroute à 6 voies ;",fr
108,M. RÉJEAN DUROCHER,"on atrois voies de chaque côté sur les rues Duke et Nazareth qui servent en fait de voies de…pas de transit, mais des voies de service en réalité, mais également aussi, on a un cheminqu’on a déjà parlé abondamment qui est l’utilisation par les autobus, principalement quiviennent en provenance de la Rive-sud et de l’Île des Sœurs qui empruntent en fait la rueWilliam, la rue de l’Inspecteur pour se diriger vers le terminus du centre-ville.",fr
109,M. RÉJEAN DUROCHER,"Ces éléments-là sont importants parce qu’au départ, maintenant, c’était convenu, onavait l’opportunité de démolir l’autoroute, mais qu’est-ce qu’on fait avec l’autoroute ?",fr
110,M. RÉJEAN DUROCHER,"Onaurait eu à travailler avec les contraintes en aménagement, mais également des contraintesde voies de circulation.",fr
111,M. RÉJEAN DUROCHER,"Alors, on est arrivé avec plusieurs propositions qui ont été simuléespar nos spécialistes à maintes reprises pour savoir quel était l’aménagement qui était le plusfavorable pour autant le bien des citoyens résidents que pour trouver un équilibre entre lacirculation locale et la circulation en provenance de la Rive-sud.",fr
112,M. RÉJEAN DUROCHER,"Cette solution, en fait, de 4 voies de chaque côté, qu’on a appelée des îlots centraux,ou encore des pâtés de maison comme on dit en bon français, ont été déterminés à 4 voies,4 voies, disons, sur la majorité du parcours, mais tombant à 3 voies à la hauteur de l’entréevers l’autoroute Ville-Marie, comme on le voit un petit peu présentement ;",fr
113,M. RÉJEAN DUROCHER,on a quand mêmedes voies qui se réduisent à cet endroit-là.,fr
114,M. RÉJEAN DUROCHER,"Mais par la suite aussi, on a regardé, j’appellerais, le tissu urbain environnant.",fr
115,M. RÉJEAN DUROCHER,"C'estlà qu’on se rend compte que pour poursuivre dans une continuité du réseau actuel, lorsqu’onva plus au nord au niveau de la rue University, on se rend compte que là, la circulation estégalement de 4 voies ;",fr
116,M. RÉJEAN DUROCHER,"4 voies qui peuvent se rendre jusqu’à, si on regarde les photos quiviennent par la suite.",fr
117,M. GAÉTAN RAINVILLE,"Vous avez vu que même si notre projet est avant tout… le premier objectif, c’est dereconstruire un quartier, la dimension de transport est éminemment importante dans cecorridor et les 60 000 personnes qui utilisent ce corridor à tous les jours sont les personnesqui alimentent la vitalité de notre centre-ville.",fr
118,M. GAÉTAN RAINVILLE,"Alors, pour nous, c’était très important.",fr
119,M. GAÉTAN RAINVILLE,"Petit détail, c’est que la gare ou la station d’autobus que vous venez juste de voir surDalhousie qui remplacerait éventuellement l’arrêt d’autobus qui est situé sous le tablier del’autoroute sur la rue William, il y a actuellement 10% des gens qui utilisent ce corridor-là quidescendent à chaque matin à cet endroit-là.",fr
120,M. GAÉTAN RAINVILLE,"Donc, ce sont des gens qui descendraient sur larue Dalhousie et qui pourraient justement constituer soit de l’achalandage ou de la main635d’œuvre pour l’économie du Sud-Ouest.",fr
121,LA PRÉSIDENTE,"On a dépassé légèrement le temps de présentation, maisc’est un thème multiple facettes, alors on a laissé rouler en conséquence.",fr
122,LA PRÉSIDENTE,On va prendre une pause d’environ 15 minutes qui permettra à ceux qui sontintéressés de s’inscrire.,fr
123,LA PRÉSIDENTE,C'est donc dire qu’on revient dans… 8 heures et 5 à peu près.,fr
124,LA PRÉSIDENTE,"Vous pouvez reprendre vos places, s’il vous plaît ?",fr
125,LA PRÉSIDENTE,Il y a quelques places encore delibres dans le milieu de la salle pour les gens qui sont à l’arrière debout.,fr
126,LA PRÉSIDENTE,"Au retour de la pause, avant de procéder à la période de questions proprement dite,quelques annonces.",fr
127,LA PRÉSIDENTE,"Compte tenu de l’intérêt du thème du transport et de la circulation et du grand nombrede citoyens inscrits pour la période de question, la Commission vous propose d’ajouter uneséance supplémentaire demain soir, même salle, même heure.",fr
128,LA PRÉSIDENTE,"Selon le temps disponible, il nous sera possible de revenir sur le second thème qui aété traité jeudi, parce qu’il a dû y avoir ajournement, à savoir le thème du Quartier viable etvivable, le remaillage urbain, la diversité des fonctions et des usages, la mixité sociale, etc.",fr
129,LA PRÉSIDENTE,"En ajoutant cette supplémentaire, on souhaite évidemment vous donner l’occasiond’approfondir suffisamment les multiples facettes parfois complexes du projet et d’obtenir lesréponses les plus satisfaisantes à vos questions.",fr
130,LA PRÉSIDENTE,"Avant d’inviter les gens qui viennent de s’inscrire à la pause, je rappellerais, si vous lepermettez, les cinq personnes que j’ai dû malheureusement remettre à ce soir en date dejeudi dernier sur le thème de jeudi dernier ou encore le thème de ce soir",fr
131,LA PRÉSIDENTE,- soyez bien à l’aisede,fr
132,LA PRÉSIDENTE,jumeler éventuellement les deux thèmes.,fr
133,LA PRÉSIDENTE,"Alors, j’appellerais monsieur Jean-Claude Michel s’il est dans la salle.",fr
134,LA PRÉSIDENTE,Est-ce quemonsieur Michel est dans la salle ?,fr
135,LA PRÉSIDENTE,On y reviendra un peu plus tard.,fr
136,MME CAROLE COURNOYER,"Alors, je suis propriétaire-investisseur du Lowney.",fr
137,MME CAROLE COURNOYER,"Je regardais l’étude destracés, et ma question est la suivante.",fr
138,MME CAROLE COURNOYER,On a dit qu’on avait délaissé le tracé de la rue,fr
139,MME CAROLE COURNOYER,parce que c'était trop près des unités du Lowney,fr
140,MME CAROLE COURNOYER,"Je ne comprends pas vraimentpuisque le Dalhousie est, je ne sais pas moi, à 20 mètres de la façade des 700 unités duLowney.",fr
141,MME CAROLE COURNOYER,"Alors, pour moi, ça revient au même, c’est la même chose.",fr
142,MME CAROLE COURNOYER,Je ne comprends pas lalogique.,fr
143,MME CAROLE COURNOYER,"Alors, c'est ma question.",fr
144,MME CAROLE COURNOYER,Pourquoi délaisser un en faveur de l’autre quand c’est lamême chose ?,fr
145,LA PRÉSIDENTE,Puisque vous avez l’impression que…er,fr
146,MME CAROLE COURNOYER,C'est la même chose.,fr
147,LA PRÉSIDENTE,…c'est la même chose.,fr
148,LA PRÉSIDENTE,"Monsieur Rainville, ou un de vos experts, en réponse ?",fr
149,M. GAÉTAN RAINVILLE,Effectivement on a choisi Dalhousie par rapport à de l’Inspecteurparce que c'était plus éloigné du complexe résidentiel de la Lowneys.,fr
150,LA PRÉSIDENTE,"C’est plus loin de combien de mètres, Monsieur Rainville ?",fr
151,M. GAÉTAN RAINVILLE,"Je ne saurais dire le nombre de mètres, mais c’est effectivement plus loin, mais c’estune des raisons qui militent en faveur de Dalhousie par rapport à Ann.",fr
152,M. GAÉTAN RAINVILLE,"La rue Ann avaitd’autres inconvénients également, c'est-à-dire qu’il y avait beaucoup d’adresses civiques, deportes de garage, de zones débarcadères sur la rue Ann, ce qui aurait rendu à peu prèsimpossible le fait de pouvoir la rendre exclusivement au transport collectif.",fr
153,LA PRÉSIDENTE,"Est-ce que je peux me permettre,",fr
154,LA PRÉSIDENTE,Est-ce qu’il y aurait un de vos experts qui pourrait préciser la question de « à combiende mètres de distance » ?,fr
155,M. GAÉTAN RAINVILLE,Est-ce que quelqu’un parmi nos collaborateurs connaît la distance ?,fr
156,LA PRÉSIDENTE,Du trajet par rapport à l’autre,fr
157,LA PRÉSIDENTE,Peut-être monsieur Carette ?,fr
158,M. GAÉTAN RAINVILLE,"tu les commenter, Claude, s’il te plaît, les images ?",fr
159,LA PRÉSIDENTE,On va préciser ce point-là si c'est possible.,fr
160,MME CAROLE COURNOYER,Est-ce que je peux aller à une deuxième question ?,fr
161,LA PRÉSIDENTE,"bien sûr, allez-y.",fr
162,MME CAROLE COURNOYER,Le tracé du corridor Dalhousie implique l’expropriation,fr
163,MME CAROLE COURNOYER,"de je pense plus qu’unbuilding, implique un tunnel en dessous du viaduc du CN, la construction d’une nouvelle garepour faire descendre les gens et, en plus, quand on arrive à la hauteur de Saint-Maurice, çaimplique pour 1 500 autobus ou, en tout cas, c'est le chiffre qu’on a décidé, deux tournants àangle droit entre le presbytère, un vieux presbytère, et l’immeuble Le Baron, qui est àcaractère patrimonial.erQuand on se promène sur le corridor Dalhousie, on s’aperçoit que ce trajet estvraiment dans un couloir très restreint ;",fr
164,MME CAROLE COURNOYER,ce n’est pas un boulevard.,fr
165,LA PRÉSIDENTE,"Si vous le permettez, on va garder ce bout de question puisqu’on a les images qu’onsouhaite.",fr
166,LA PRÉSIDENTE,"Alors, Monsieur Carette, si vous pouvez apporter quelques précisions, en utilisantle micro ?",fr
167,M. CLAUDE CARETTE,Lorsque vous voyez au niveau du trajet,fr
168,M. CLAUDE CARETTE,"- je vais prendre ton pointeur, s’il vous plaît -donc, on voit au niveau du trajet, pour voir par rapport à la localisation",fr
169,M. CLAUDE CARETTE,"- peut-être aller sur leprochain acétate, s’il vous plaît",fr
170,M. CLAUDE CARETTE,", au niveau du trajet de Ann, on arrive ici au niveau deBonaventure, Brennan, on prend Ann, bifurque sur Inspecteur pour aller vers la directioncentre-ville.",fr
171,M. CLAUDE CARETTE,"Donc, ici, vous avez le corridor Dalhousie qui est le second acétate, Dalhousie qui aulieu d’aller sur Ann ici, on va directement sur le corridor Dalhousie pour aller au terminuscentre-ville.",fr
172,MME CAROLE COURNOYER,"Oui, mais regardez les deux tournants à angle droit",fr
173,M. CLAUDE CARETTE,par rapport à la première question de madame…,fr
174,LA PRÉSIDENTE,"On va d’abord répondre, Madame Cournoyer, à la question de quelle distance.",fr
175,M. CLAUDE CARETTE,Ce qu’expliquait monsieur Rainville évidemment au niveau de la rue Ann,fr
176,M. CLAUDE CARETTE,", il y aplusieurs accès en rive qui amènent effectivement un besoin de desserte locale.",fr
177,M. CLAUDE CARETTE,"Donc, ondevait s’assurer de la desserte locale en raison des activités riveraines ici.",fr
178,M. CLAUDE CARETTE,"Il y a des activitéserévidemment riveraines, les projets de développement qui sont réalisés ou en cours dedéveloppement nouveau du promoteur Lowney.",fr
