,speaker,sentence,lang
38,MONSIEUR CLAUDE CARETTE,"Tout d’abord, en amont ici, comme on a vu sur le vidéo précédent, on souhaite quel’autobus se retrouve à gauche.",fr
39,MONSIEUR CLAUDE CARETTE,"Donc, les autobus, comme on le sait, encore plus enamont, lorsqu’on sort du pont Champlain, les autobus doivent emprunter la bretelle del’autoroute 15 et se retrouvent du côté droit et doivent, dans le fond, passer de la voie dedroite vers la voie de gauche ;",fr
40,MONSIEUR CLAUDE CARETTE,"ce qui veut dire que si on est en condition de congestion quiremonte jusqu’au pont Champlain, c’est plus difficile.",fr
41,MONSIEUR CLAUDE CARETTE,C'est pour ça que j’expliquais que lesautobus se retrouvent dans la congestion comme les automobiles en raison de l’impact surla circulation qui est plus important dans ce scénario-là.,fr
42,MONSIEUR CLAUDE CARETTE,"Ils vont réussir à se positionner éventuellement à gauche, avec difficulté dans cecas-ci, puis ils vont arriver ici dans les secteurs urbanisés où ce qu’on a de l’injection denouveaux trafics qui eux aussi doivent, peuvent, parce que le projet est de consolider letissu urbain, donc d’assurer l’accessibilité, tourner à gauche sur certaines rues.",fr
43,MONSIEUR CLAUDE CARETTE,Ce qui faitqu’on ajoute aux mouvements de virage à gauche aux autobus ces mouvements de virage àgauche là sur Bonaventure.,fr
44,MONSIEUR CLAUDE CARETTE,"Et là,les autobus se retrouvent avec les véhicules surBonaventure et doivent partager certains mouvements de virage à gauche, ce qui réduit lacapacité de virage à gauche qui est exclusif aux autobus.",fr
45,MONSIEUR CLAUDE CARETTE,"Et avec la solution proposée, c’est qu’ils ont une voie réservée aux autobus, ils seretrouvent facilement dans cette voie réservée là, tournent à gauche, de façon exclusivepour eux, pour aller rejoindre Dalhousie, ce qui nous offre une plus grande capacité pourles autobus.",fr
46,LA PRÉSIDENTE,Parce qu’il y a un seul virage à gauche qui est en amont.,fr
47,MONSIEUR CLAUDE CARETTE,"Pour les autobus, c’est ça.",fr
48,LA PRÉSIDENTE,Parce qu’il y a un seul virage à gauche qui est en amont .,fr
49,MONSIEUR CLAUDE CARETTE,"Exactement, ils sont les seuls à le faire, ils sont dans une voie réservée déjà enavant, les premiers, pour tourner à gauche.",fr
50,LA PRÉSIDENTE,"Parce que même en français, vous, vous êtes familier là, mais il faut suivre, là.",fr
51,LA PRÉSIDENTE,Is it clear for you ?,fr
52,MONSIEUR ROBERT HAJALY,"Well, I have a follow-up.",en
53,LA PRÉSIDENTE,It’s a problematic of left turn.,en
54,MONSIEUR ROBERT HAJALY,But what I understood was that the buses could get caught up intraffic and what they prefer is a reserved bus lane which is exclusive for buses.,en
55,MONSIEUR ROBERT HAJALY,I’m not quite sure.,en
56,MONSIEUR ROBERT HAJALY,"You would have to specify what turns, I mean, it makes nosense to me to be talking about turns in the abstract.",en
57,MONSIEUR ROBERT HAJALY,I’d have to know what turns are beingmentioned.,en
58,MONSIEUR ROBERT HAJALY,"ButI would just like to make perhaps a suggestion,I mean,for example,supposing instead of having two lanes on Dalhousie, you added one lane to Duke reservedfor buses and one to Nazareth, why is it preferable to have them on Dalhousie?",en
59,MONSIEUR ROBERT HAJALY,You couldconceivably have an additional reserve lane on both Duke and Nazareth.,en
60,MONSIEUR GAÉTAN RAINVILLE,"Well there was much reflection being done on the number of lanes right when westarted the whole project, and we ended-up with four lanes on each road, artery on Dukeand Nazareth, and this was the result of the fact that we wanted to put building in betweenthe two lanes, between the two roads and if we would have added another lane, therewould not be enough space left for real estate development.",en
61,MONSIEUR ROBERT HAJALY,"But one of your sidewalk is 9, 5 meters, I mean, you don’t have to have a 30 feetwide sidewalk.",en
62,MONSIEUR ROBERT HAJALY,"Surely if you took one lane out of that 30 feet, you’d still have a pretty widesidewalk, would you not?",en
63,MONSIEUR GAÉTAN RAINVILLE,"Yes, you are right, but the sidewalks at certain points are much less than 9, 5meters.",en
64,MONSIEUR GAÉTAN RAINVILLE,"They vary from 4, 5 up to 9, 5.",en
65,MONSIEUR GAÉTAN RAINVILLE,"So what happens when we reach that section whereit’s 4, 5 meters, we would not have enough space for a sidewalk then if we had had a lane.",en
66,MONSIEUR ROBERT HAJALY,What about the possibility of Peel?,en
67,MONSIEUR ROBERT HAJALY,"Because I noticed that, for example, to go for,example, when the bus is coming down from the terminus, right, and it then goes over toDalhousie, it actually has to go three blocks; where as if, in fact, it went down Peel, itwould just have to turn one block, and the only turning it would have to make is from StAntoine, which is a pretty wide street, down to Peel, which is a very wide street, and Peelbelow St-Antoine is not only a wide street, but there is very little traffic on it, actually.",en
68,MONSIEUR ROBERT HAJALY,"So itseems... and it goes straight to the expressway, to the Bonaventure Expressway, so I’mrather surprise that you haven’t considered that a little more seriously.",en
69,MONSIEUR GAÉTAN RAINVILLE,"Well the Peel street is reserved for the tramway and there wouldn’t be enough spacefor both the tramway and bus lanes on that artery, plus I think maybe monsieur Carettecould comment, but I think Peel street, at rush hour in the afternoon, is really, really heavyin traffic.",en
70,MONSIEUR ROBERT HAJALY,"That’s not my experience,I don’t want to get into a debate,but it’s not myexperience.",en
71,LA PRÉSIDENTE,just before your second one.,fr
72,LA PRÉSIDENTE,"Monsieur Rainville, à proposde la rue Peel justement, vous avez dit hier et vous venez de redire qu’on ne pouvait pasl’utiliser parce que c’était réservé pour les éventuels tramways.",fr
73,LA PRÉSIDENTE,"Dans l’hypothèse où le corridor d’autobus est temporaire, même si le temporairepeut être long, et que le tramway,on ne sait pas quand il viendra, est-ce qu’on peutpenser à une utilisation conséquente ?",fr
74,LA PRÉSIDENTE,"C'est-à-dire, pendant un bout de temps, on l’utiliseracomme corridor d’autobus et, quand viendra le temps, on le transformera ?",fr
75,LA PRÉSIDENTE,"Je ne parle pasde considération technique et d’ingénierie, on s’entend là, je parle simplement d’utilisation àce moment-ci.",fr
76,LA PRÉSIDENTE,Est-ce qu’une telle chose a été étudiée ?,fr
77,MONSIEUR GAÉTAN RAINVILLE,Je vais demander à Monsieur Carette.,fr
78,LA PRÉSIDENTE,D’utiliser temporairement l’emprise réservée pour l’éventuel tramway à des fins decorridor ?,fr
79,MONSIEUR CLAUDE CARETTE,", Madame la Présidente, par rapport à ce scénario Peel, dans le fond, il y acertaines congestions ponctuelles sur Peel,en particulier au niveau de Wellington,Saint-Antoine, mais qui sont très ponctuelles.",fr
80,MONSIEUR CLAUDE CARETTE,"Mais donc, effectivement monsieur a raison,c’est pas tout le long de Peel, là, on se retrouve pas dans une situation comme, parexemple, l’avenue Papineau à proximité de Jacques-Cartier.",fr
81,MONSIEUR CLAUDE CARETTE,"Par rapport à votre question,sur le fait : est-ce qu’on peut l’utiliser de façontemporaire ?",fr
82,MONSIEUR CLAUDE CARETTE,"Nous, par rapport aux travaux, par exemple, il va falloir trouver certaines,durant les phases de travaux, certaines phases alternatives où disposer des autobus, doncça peut être envisagé de façon temporaire au niveau des travaux.",fr
83,MONSIEUR CLAUDE CARETTE,"Mais effectivement, lavision, en particulier au niveau du Plan de transport de la Ville de Montréal, c’est depréserver l’avenir au niveau de l’avenue Peel pour le tramway, tout comme on préservel’avenir pour le SLR dans le secteur évidemment du pont CN.",fr
84,LA PRÉSIDENTE,"Non, je me permettais la question parce que l’avenir est une notion bien relative.",fr
85,LA PRÉSIDENTE,Merci de m’avoir permis.,fr
86,LA PRÉSIDENTE,"Do you have another question, a second question ?",fr
87,MONSIEUR ROBERT HAJALY,"It’s not on the question of transport, it was actually something Iwanted to ask last Thursday and I was not permitted, but I think it’s quite relevant.",en
88,MONSIEUR ROBERT HAJALY,"It has todo with the fact that one of the goals of this development is,of course,to promotedevelopment, and I think that’s very good, because that’s how much all is going to developin the future, the downtown.",en
89,MONSIEUR ROBERT HAJALY,"However, I’m just wondering, I mean, there are lots of lovely buildings that areportrayed.",en
90,MONSIEUR ROBERT HAJALY,"I’m wondering, do you actually have a commitment right now from any developerto build a real building if this project is approved in it’s present form or these are justimagined buildings?",en
91,MONSIEUR GAÉTAN RAINVILLE,We have no commitment at this point in time.,en
92,MONSIEUR ROBERT HAJALY,You have no commitment at this time.,en
93,MONSIEUR ROBERT HAJALY,O.K. Thank you very much.,en
94,LA PRÉSIDENTE,"Monsieur Steve Lemay, s’il vous plait.",fr
95,MONSIEUR STEVE LEMAY,"Avant de me présenter,j’aimerais seulement souligner une chose parrapport à la simulation qui a été présentée, qui m’a un peu choqué.",fr
96,MONSIEUR STEVE LEMAY,"Le corridor en questionsur la simulation était très éloigné du viaduc, chose qui ne semble pas être le cas sur lesplans pour celui-là et qui peut changer la simulation en question, parce que, en collant leviaduc avec les intersections, les chauffeurs d’autobus n’ont pas de vue sur les automobilesqui s’en viennent.",fr
97,MONSIEUR STEVE LEMAY,"Ça peut changer, je crois, la simulation en question.",fr
98,MONSIEUR STEVE LEMAY,Je soulève ça à lasalle.,fr
99,LA PRÉSIDENTE,", je ne veux pas faire un débat géomatique là, mais est-ce que les modalisationsont été géoréférencées ?",fr
100,LA PRÉSIDENTE,Est-ce que c’est à partir de plans géoréférencés qui ont été,fr
101,MONSIEUR STEVE LEMAY,Mais c’est pas une question,fr
102,MONSIEUR STEVE LEMAY,", je voudrais pas perdre une question pour ça.",fr
103,LA PRÉSIDENTE,"Non,non,ça m’intéresse,moi,parce que si tel est le cas,il faut que lacommission le sache, c’est un document qui est déposé.",fr
104,MONSIEUR CLAUDE CARETTE,"Dans le fond, que ce soit au niveau de la simulation, évidemment il y a des modèlesqui simulent les flots de circulation.",fr
105,MONSIEUR CLAUDE CARETTE,"Au niveau des plans ou que ce soit au niveau desélévations, c’est sur la base des orthoplans, donc, dans le fond, c’est le réel.",fr
106,MONSIEUR CLAUDE CARETTE,"Il peut avoirune question de perception, évidemment, mais c’est les orthoplans qui existent.",fr
107,LA PRÉSIDENTE,"Donc, c’est une base géoréférencée.",fr
108,MONSIEUR STEVE LEMAY,"Ce que je voulais dire, c’est que le point de vue à l’intersection n’est pas le même situ es collé sur le viaduc et si tu en es éloigné.",fr
109,MONSIEUR STEVE LEMAY,Alors je crois que les chauffeurs vont ralentirpas mal plus s’ils sont collés sur le viaduc que s’ils sont éloignés.,fr
110,LA PRÉSIDENTE,Considérons ça comme votre préambule.,fr
111,MONSIEUR STEVE LEMAY,"Quoi que j’en avais un, là.",fr
112,MONSIEUR STEVE LEMAY,"Alors je me présente, Steve Lemay, je suisrésident de Griffintown.",fr
113,MONSIEUR STEVE LEMAY,"Je considère être un des pionniers aussi, parce que j’ai acheté dansla phase I, je pense être visionnaire dans le sens où je voyais en Griffintown le potentielénorme.",fr
114,MONSIEUR STEVE LEMAY,"Je suis également investisseur parce que j’ai un appartement aussi dans laphase II, je suis membre du C.A. de la phase II.Alors j’aimerais d’abord remercier l’OCPM qui permet de faire entendre différentsopposants au projet.",fr
115,MONSIEUR STEVE LEMAY,"J’ai pas entendu beaucoup de gens qui étaient pour, mais au moins ona entendu des gens qui étaient contre, entre-autres les résidents des 7 phases du Lowney.",fr
116,MONSIEUR STEVE LEMAY,"Mais ce qui m’intéresse par cet Office, c’est qu’on entend également des gens quine sont pas uniquement du Lowney, là je parle des gens du Vieux-Montréal avec madameCaron hier, du promoteur monsieur Pével, monsieur Vincent, plutôt, de Prével, lesdéfendeurs de bâtiments patrimoniaux, les gens qui risquent l’expropriation, les urbanistes,les architectes, les experts, les élus de l’arrondissement et de la ville-centre, parce queVision Montréal et Projet Montréal, avant les élections, se sont objectés au projet - donc,j’en passe",fr
117,MONSIEUR STEVE LEMAY,"- mais disons que ça nous a permis d’avoir, finalement, différents points de vueautres que les gens du Lowney, et ça je trouve ça intéressant.",fr
118,LA PRÉSIDENTE,"Je vous rappelle que la commission accueille toute opinion, on ne questionne pasavant à savoir si….",fr
119,MONSIEUR STEVE LEMAY,"Non, c’est parce que je veux dire que c’est bien que ça ne vienne pas uniquementque des résidants qui subissent les dommages les plus importants, mais ça vient aussi desgens extérieurs.",fr
120,MONSIEUR STEVE LEMAY,"Malheureusement, on est un petit peu en situation de confrontation présentement,j’aurais aimé qu’",fr
121,MONSIEUR STEVE LEMAY,"on soit davantage en situation de collaboration avec les citoyens, dans lesens où ça aurait été préférable qu’on travaille avec les citoyens avant même que le projetsoit mis en place.",fr
122,MONSIEUR STEVE LEMAY,"Donc, une participation active des citoyens serait préférable.",fr
123,MONSIEUR STEVE LEMAY,"Ça fait deux fois que Griffintown est face à un blocage, je dirais.",fr
124,MONSIEUR STEVE LEMAY,"Si on impliquaitdavantage de citoyens dès le départ, je pense que ça pourrait nous mener à quelque chosede plus intéressant parce que nous connaissons nos besoins, nous connaissons notrequartier.",fr
125,MONSIEUR STEVE LEMAY,"Donc, ceci étant dit, le présent projet, selon moi, présente plusieurs contradictionsincohérentes.",fr
126,LA PRÉSIDENTE,"Là, je vous rappelle juste qu’on est vraiment en séance d’information.",fr
127,MONSIEUR STEVE LEMAY,j’arrive à ma question.,fr
128,LA PRÉSIDENTE,"Et que les opinions, on les recevra au complet dans votre mémoire que vous nemanquerez pas d’écrire pour janvier.",fr
129,MONSIEUR STEVE LEMAY,"Incohérence au niveau de sécurité, au niveau écologique, auniveau de développement urbain, au niveau de qualité de vie, ce qui m’amène à maquestion qui portera sur ces aspects-là.",fr
130,MONSIEUR STEVE LEMAY,"Comme il y a beaucoup de questions qui ont été posées jusqu’à maintenant, j’aichangé de question au moins 14 fois.",fr
131,MONSIEUR STEVE LEMAY,"Alors hier, j’ai repensé à d’autres questions, alors jeme suis basé sur le vidéo que monsieur Rainville a projeté et qu’on retrouve sur Internetégalement.",fr
132,LA PRÉSIDENTE,"Je vous inviterais vraiment, Monsieur Lemay, on a peu de temps ce soir.",fr
133,MONSIEUR STEVE LEMAY,et je continue finalement en disant que dans le même vidéo on dit que« Bonaventure constitue une véritable barrière.,fr
134,LA PRÉSIDENTE,C'est parce que je voudrais que ce soit clair.,fr
135,LA PRÉSIDENTE,"Je ne vous invite pas à continuer, jevous invite à poser votre question.",fr
136,MONSIEUR STEVE LEMAY,"D’accord, d’où ma question, parce que je veux montrer que... donner un sens à maquestion, en fait, donc on parle d’une véritable barrière, qui est l’autoroute Bonaventure,d’où ma question : considérant qu’on devra, à partir des résidences Lowney, traverser 12voies de circulation plutôt que 8 actuellement pour se rendre à la rue Duke, des résidencesLowney,j’aimerais qu’on m’explique en quoi ce projet ne constitue pas une nouvellebarrière entre Griffintown et le Vieux-Montréal.",fr
137,MONSIEUR STEVE LEMAY,"Autrement dit, on augmente de 50% lenombre de voies à traverser.",fr
138,LA PRÉSIDENTE,"Je demanderais à monsieur Rainville s’il a un début de réponse, mais peutêtre demander aux gens de l’équipe de Cardinal Hardy, qui ont fait le concept même, pourpeut-être insister sur les questions de convivialité et de sécurité, etc.",fr
139,MONSIEUR GAÉTAN RAINVILLE,Je vais demander à monsieur Aurèle Cardinal s’il veut bien alimenter dela réponse.,fr
140,MONSIEUR GAÉTAN RAINVILLE,"Je veux préciser que dans le vidéo là, lorsqu’on dit, on parle de 250 000personnes qui entrent au centre-ville, c’est toutes entrées confondues, vous avez raison,c’est alentour de 50-60 000 qui entrent par Bonaventure.",fr
141,MONSIEUR AURÈLE CARDINAL,", peut-être un peu au niveau de la question et non pas au niveau du préambule,c’est sûr que c’est peut-être plus facile de traverser le nombre de voies que vousmentionnez, mais il faudrait sauter par-dessus l’autoroute.",fr
142,MONSIEUR AURÈLE CARDINAL,"Dans votre explication, vousmanquez de dire que, actuellement, plusieurs des rues, qui traversent actuellement dansla proposition, sont des rues qui ne traversent pas l’autoroute.",fr
143,MONSIEUR AURÈLE CARDINAL,C’est dans ce sens-là qu’ondit qu’il va y avoir une meilleure liaison entre le secteur est et le secteur ouest.,fr
144,MONSIEUR AURÈLE CARDINAL,"Et au lieud’être des voies autoroutières, ce sont aussi des voies de boulevard urbain.",fr
145,MONSIEUR AURÈLE CARDINAL,"Un boulevardurbain de chaque côté de 4 voies de circulation, c’est quand même un cas fréquent dans unmilieu urbain d’une certaine densité.",fr
146,MONSIEUR AURÈLE CARDINAL,"Donc, ça offre, effectivement à mon avis, une meilleure facilité de traverser, et jevous invite à essayer de traverser dans certaines de ces rues-là qui sont actuellementbloquées par le tracé de l’autoroute.",fr
147,MONSIEUR STEVE LEMAY,Mais je ne vois pas quelle rue nous permet de traverser plus qu’actuellement là.,fr
148,MONSIEUR STEVE LEMAY,"Jevois William, je vois Ottawa, je vois Brennan, Wellington, tout ça on peut l’emprunter ;",fr
149,MONSIEUR STEVE LEMAY,", on peut pas, non, on peut pas plus traverser que actuellement ;",fr
150,MONSIEUR STEVE LEMAY,"Saint- Maurice, on peut pas plus que actuellement.",fr
151,MONSIEUR AURÈLE CARDINAL,", toutes ces rues-là ne traversent pas actuellement.",fr
152,MONSIEUR STEVE LEMAY,Et ne traverserons pas non plus là.,fr
153,MONSIEUR AURÈLE CARDINAL,Ces rues-là qui traversent dans le plan ne sont pas toutes des rues qui traversentactuellement.,fr
154,MONSIEUR STEVE LEMAY,"Bien, j’aimerais savoir laquelle.",fr
155,MONSIEUR AURÈLE CARDINAL,"Bien, il faudrait avoir l’autre plan de l’existant, je ne sais pas si on est capable…",fr
156,MONSIEUR STEVE LEMAY,"Non, mais je peux le vous dire, moi j’habite là, là, et toutes ces rues-là, je peuxles emprunter actuellement.",fr
157,MONSIEUR STEVE LEMAY,"Je les traverse, je marche, je les traverse à tous lesjours pour aller dans le Vieux-Montréal, au café du coin, et je peux utiliser toutes ces rueslà, il y a rien de plus présentement.",fr
158,MONSIEUR STEVE LEMAY,"Et deuxième chose, pour moi",fr
159,LA PRÉSIDENTE,"Entre-temps, attendez, attendez.",fr
160,LA PRÉSIDENTE,"En termes d’aménagement, moi, ce qui mepréoccupe, c’est justement en matière de traverse, l’aspect sécurité, aménagement et tout,les carrefours,pouvez-vous nous donner une peu de détails sur la façon dont cestraverses-là se feront, en termes de feux, de temps piétons, etc. ?",fr
161,LA PRÉSIDENTE,Est-ce qu’il y a deschoses prévues ?,fr
162,MONSIEUR AURÈLE CARDINAL,"Non, je n’ai pas les détails des temps piétons, mais c’est sûr que dans le fond cestraverses-là seront des traverses normales de milieu urbain.",fr
163,MONSIEUR AURÈLE CARDINAL,"C’est certain quand même quela, je ne suis pas spécialiste en circulation, mais la quantité de circulation dans l’axe deBonaventure est beaucoup plus grande, donc il y aura plus de temps de déplacement danscet axe-là que dans les rues transversales.",fr
164,MONSIEUR AURÈLE CARDINAL,"Mais il reste que, actuellement, c’est une voirie à très grande vitesse, c’est unevoierie où on se retrouve devant un espace qui est occupé complètement par des systèmesde circulation du côté est de la rue Duke jusqu’au côté ouest du viaduc, sans aucuneoccupation de l’espace.",fr
165,MONSIEUR AURÈLE CARDINAL,"Alors que si on traverse une rue dans laquelle il y a des îlots urbainsavec des activités, c’est certain qu’on n’a pas la même qualité d’environnement commepiéton que lorsque l’on traverse actuellement soit sous l’autoroute ou soit à traversl’ensemble de ce secteur-là où il n’y a aucune activité de type humain, sauf la possibilité devoitures.",fr
166,LA PRÉSIDENTE,"Et votre préoccupation, c’est que les traverses",fr
167,MONSIEUR STEVE LEMAY,"C’était que je traverserais 50% plus de voies qu’actuellement pour me rendre à la rueDuke, 50% de plus de voies.",fr
168,MONSIEUR STEVE LEMAY,"C'est-à-dire, au lieu d’en traverser 8, je vais en traverser 12.",fr
169,LA PRÉSIDENTE,Dans un contexte réaménagé ou…,fr
170,MONSIEUR STEVE LEMAY,Même dans un contexte réaménagé.,fr
171,MONSIEUR STEVE LEMAY,"Premièrement, un boulevard urbain, selonmoi, c’est là où il y a cohabitation entre les piétons, les vélos, le transport collectif etl’automobile.",fr
172,MONSIEUR STEVE LEMAY,"Là, on nous propose 8 voies d’automobiles.",fr
173,MONSIEUR STEVE LEMAY,"C’est pas un boulevard urbain,ça, c’est une continuité d’autoroute.",fr
174,MONSIEUR STEVE LEMAY,Alors on traverse 12 voies au lieu de 8 voies pour serendre à la rue Duke à partir du Lowney.,fr
175,MONSIEUR AURÈLE CARDINAL,"D’abord, vous oubliez certaines rues, vous oubliez la rue Dalhousie dans votreexplication.",fr
176,MONSIEUR STEVE LEMAY,Je l’ai calculée comme deux voies.,fr
177,MONSIEUR AURÈLE CARDINAL,Vous oubliez la rue de l’Inspecteur aussi dans votre calcul.,fr
178,MONSIEUR STEVE LEMAY,"Je l’ai pas calculée, c’est deux voies.",fr
179,MONSIEUR AURÈLE CARDINAL,Vous oubliez que vous traversez en dessous de 6 ou 8 voies d’,fr
180,MONSIEUR AURÈLE CARDINAL,"autoroute, dépendantoù on traverse.",fr
181,MONSIEUR STEVE LEMAY,"mais je le traverse à tous les jours, alors je peux vous le dire",fr
182,MONSIEUR AURÈLE CARDINAL,"Je reste dans ce secteur-là aussi, je vous dis que passez là le soir, je me sens pasnécessairement dans un espace aussi sécuritaire que vous le décrivez.",fr
183,MONSIEUR STEVE LEMAY,Plus sécuritaire que le Plateau Mont-Royal.,fr
184,MONSIEUR AURÈLE CARDINAL,"C'est une question d’opinion, j’imagine.",fr
185,MONSIEUR AURÈLE CARDINAL,"Pour moi, c’est un espace très désagréable.",fr
186,MONSIEUR AURÈLE CARDINAL,"Je vis dans ce secteur-là, je ne travaille pas très loin de là et c’est un milieu aussi que jeconnais très bien.",fr
187,MONSIEUR AURÈLE CARDINAL,"C’est un milieu, on a montré des photos au début de la qualité del’espace sous l’autoroute, et je pense que c’est aux commissaires, probablement,à voircomment eux-autres interprètent la qualité de cet espace-là.",fr
188,LA PRÉSIDENTE,"Non, j’aimerais plutôt que vous passiez à la deuxième question, parce que là jevoudrais éviter qu’on tombe dans le débat.",fr
189,MONSIEUR STEVE LEMAY,"Je ne vais pas vous demander de montrer le corridor car la solution, selon moi,n’est pas dans les pistes analysées.",fr
