,speaker,sentence,lang
21,LETTER,"Compte tenu que ces autobus circulent déjà pour une partie de leur trajet en direction du Terminus centre-ville (TCV) dans un corridor privilégié sur la rue de l’Inspecteur à l’ouest du viaduc du CN, la proposition de la SHM de créer dans ce même secteur un corridor exclusif pour le transport collectif longeant le côté ouest de la structure ferroviaire du CN nous apparaît des plus intéressante pour les raisons suivantes :",fr
22,LETTER,- l’aménagement dans le Corridor,fr
23,LETTER,Dalhousie de baies d’arrêts et d’,fr
24,LETTER,"équipements d’abribus avec accès directs aux espaces commerciaux sous les voies du CN le long de la rue Dalhousie permettra d’améliorer considérablement le sort peu enviable des milliers d’usagers de la Rive-Sud qui n’ont d’autre choix présentement que d’utiliser l’arrêt William / de Nazareth qui, en plus d’avoir une capacité limitée étant donné le peu d’espace pour laisser monter et descendre les usagers, n’offre absolument aucun confort aux usagers, particulièrement pendant les mois d’hiver2 ;",fr
25,LETTER,"- le Corridor Dalhousie réduira le temps de parcours entre la sortie de l’autoroute Bonaventure et le TCV tout en assurant une meilleure fiabilité pour les usagers, parce qu’il constituera un parcours plus direct vers le TCV à l’abri de la congestion potentielle sur le boulevard urbain ;",fr
26,LETTER,Aménagement proposé de la zone d’arrêts Dalhousie.,fr
27,LETTER,"Photo tirée de Quartier Bonaventure, le Nouveau Montréal, Réaménagement de l’autoroute Bonaventure",fr
28,LETTER,", phase 1, Synthèse des études de l’avant-projet détaillé.",fr
29,LETTER,"Société du Havre de Montréal, mars 2009,",fr
30,LETTER,"p. 33 3- le Corridor Dalhousie représente même, malgré leurs récriminations, un gain pour les résidants du secteur puisque le corridor d’autobus, qui existe déjà depuis plusieurs années sur la rue de l’Inspecteur au nord de la rue William, sera déplacé plus à l’est à l’abri du corridor ferroviaire du CN ;",fr
31,LETTER,"de plus, les édifices du bloc urbain entre les rues Dalhousie et de l’Inspecteur agiront comme tampon visuel et sonore pour ces résidants;",fr
32,LETTER,nous comprenons mal dans les circonstances que les résidants de la Lowney’s s’objectent à l’aménagement du Corridor,fr
33,LETTER,"Dalhousie à moins que leur objectif non avoué soit d’éliminer complètement la présence des autobus dans le secteur, ce qui serait totalement inacceptable compte tenu de l’impact néfaste que cela aurait sur le transport collectif pour les usagers de la Rive-Sud ;",fr
34,LETTER,"- l’aire d’embarquement pour les autobus le long des voies ferrées du CN pourra facilement s’intégrer à la future station Cité Multimédia prévue au projet de Service léger sur Rail (SLR) Rive-Sud, le jour où ce projet deviendrait réalité.",fr
35,LETTER,Québec n’a malheureusement pas l’expertise nécessaire pour se prononcer sur la question des vibrations appréhendées lors de la construction du tunnel sous le corridor ferroviaire et subséquemment par les autobus transitant à proximité des édifices patrimoniaux de la New City Gas.,fr
36,LETTER,Nous sommes confiants néanmoins que des mesures de mitigation peuvent être mises en place pour éviter que les vibrations n’endommagent les bâtiments patrimoniaux.,fr
37,LETTER,"Nous encourageons la SHM à réaliser, si ce n’est pas déjà le cas, les études nécessaires à cette fin.",fr
38,LETTER,"Notre unique préoccupation avec le projet du Corridor Dalhousie, tel que proposé par la SHM, est le coût élevé de la construction du tunnel proposé sous le corridor du CN dès la phase initiale du projet.",fr
39,LETTER,Nous sommes conscient qu’un tel tunnel pourrait ultimement être requis pour minimiser l’impact du passage des autobus sur le développement résidentiel dans la partie sud-est du quartier Griffintown.,fr
40,LETTER,"Par contre, le développement résidentiel du secteur situé au sud de la rue Ottawa, le long de la rue Ann, risque fort de ne pas se réaliser avant une bonne dizaine d’années.",fr
41,LETTER,"Si la SHM désire réduire le coût du projet à court terme, elle pourrait donc retarder le percement du tunnel sous le corridor du CN jusqu’à ce que le développement résidentiel sur la rue Ann ne se concrétise.",fr
42,LETTER,"D’ici là, le corridor des autobus de la Rive-Sud pourrait profiter de l’infrastructure existante permettant à la rue Ann de franchir le corridor du CN à un coût beaucoup plus modeste.",fr
43,LETTER,"La rue Ann pourrait donc être empruntée par les autobus jusqu’au nord des édifices patrimoniaux de la New City Gas pour bifurquer ensuite vers l’est, en vue de rejoindre l’emprise de la rue Dalhousie.",fr
44,LETTER,Ceci permettrait de réduire substantiellement le coût d’implantation du corridor Dalhousie à court 4terme puisque le percement du tunnel sous la structure du CN est de loin l’élément le plus coûteux relié à l’implantation du projet du Corridor Dalhousie3.,fr
45,LETTER,Québec n’a aucune hésitation à endosser le projet du Quartier Bonaventure et plus particulièrement sa composante du Corridor Dalhousie.,fr
46,LETTER,Nous incitons néanmoins les commissaires à considérer la possibilité de réduire les coûts à court terme du projet en retardant le percement du tunnel sous le corridor du CN jusqu’à ce qu’il soit nécessité par le développement immobilier du secteur sud-est de Griffintown.,fr
47,LETTER,Nous invitons enfin les commissaires à ne pas se laisser influencer par les pressions qui auraient pour effet de mettre en péril un projet aussi avantageux pour la Métropole et pour les usagers du transport en commun en provenance de la Rive-Sud et de l’Île-des-Sœurs.,fr
48,LETTER,Nous remercions les commissaires d’avoir bien voulu entendre le point de vue de Transport 2000,fr
49,LETTER,Québec dont une des missions prioritaires est de défendre les intérêts des usagers du transport en commun.,fr
50,LETTER,"Jean Léveillé, président du Conseil Collaboration : Jacques Coté, administrateur 3 Voir annexe 3 :",fr
51,LETTER,Plan de la proposition de Transport 2000,fr
52,LETTER,"Québec ajouté au plan des pages 33 et 34 tirées de Quartier Bonaventure, le Nouveau Montréal, Réaménagement de l’autoroute Bonaventure, phase 1, Synthèse des études de l’avant-projet détaillé.",fr
53,LETTER,"Société du Havre de Montréal, mars 2009.",fr
54,LETTER,5ANNEXE 1 du Mémoire de l’association Transport 2000,fr
55,LETTER,Québec présenté à l’Office de consultation publique de Montréal – OCPM sur le corridor Dalhousie Annexe 1 : Choisir l’efficacité.,fr
56,LETTER,Mémoire présenté à la Commission de consultation sur l'amélioration de la mobilité entre Montréal et la Rive-Sud.,fr
57,LETTER,"Québec, version révisée de mars 2002.",fr
58,LETTER,6789101112131415161718192021222324252627282930313233343536ANNEXE 2 du Mémoire de l’association,fr
59,LETTER,Québec présenté à l’Office de consultation publique de Montréal – OCPM sur le corridor Dalhousie Annexe 2 : Aménagement proposé de la zone d’arrêts Dalhousie.,fr
60,LETTER,"Photo tirée de Quartier Bonaventure, le Nouveau Montréal, Réaménagement de l’autoroute Bonaventure",fr
61,LETTER,", phase 1, Synthèse des études de l’avantprojet détaillé.",fr
62,LETTER,"Société du Havre de Montréal, mars 2009,",fr
63,LETTER,p. 33 37ANNEXE 3 du Mémoire de l’association,fr
64,LETTER,Québec présenté à l’Office de consultation publique de Montréal – OCPM sur le corridor Dalhousie Annexe 3 : Plan de la proposition de Transport 2000,fr
65,LETTER,"Québec ajouté au plan des pages 33 et 34 tirées de Quartier Bonaventure, le Nouveau Montréal, Réaménagement de l’autoroute Bonaventure, phase 1, Synthèse des études de l’avant-projet détaillé.",fr
66,LETTER,"Société du Havre de Montréal, mars 2009.",fr
67,LETTER,Trajet actuel des autobus Trait jaune :,fr
68,LETTER,Trajet proposé par la Société du Havre de Montréal,fr
