,speaker,sentence,lang
24,LETTER,"Elle le sera également pour les prochaines décennies et plus particulièrement, à titre d’ambassadeur privilégié du développement durable de la métropole, contribuant ainsi à la protection de l’environnement et à la qualité de vie des citoyens en assurant des déplacements fiables et sécuritaires.",fr
25,LETTER,"Ses clients, ses employés ainsi que ses partenaires institutionnels et commerciaux sont fiers d’y être associés, car elle est reconnue pour livrer des services de qualité à juste coût.",fr
26,LETTER,"À titre d’exemple, la Société compte une trentaine de partenaires d’envergure, issus notamment des milieux sportifs, culturels et associatifs, avec lesquels elle collabore au succès des grands événements montréalais.",fr
27,LETTER,La STM exploite un parc de 1 680 bus.,fr
28,LETTER,"Le réseau couvre l’île de Montréal, soit près de 500 km2.",fr
29,LETTER,"Il compte 198 lignes, dont 126 sont accessibles aux personnes se déplaçant en fauteuil roulant, et 20 sont dédiées au service de nuit.",fr
30,LETTER,"De plus, 17 voies réservées, totalisant 86,1 kilomètres, permettent des déplacements plus rapides.",fr
31,LETTER,"En 2009, l’offre de service du Réseau des bus",fr
32,LETTER,a atteint près de 77 millions de kilomètres.,fr
33,LETTER,"Inauguré en 1966, le métro est constitué de quatre lignes totalisant 71 kilomètres de voie et desservant 68 stations.",fr
34,LETTER,Le parc de matériel roulant compte 759 voitures qui effectueront cette année plus de 77 millions de kilomètres.,fr
35,LETTER,"Le service de transport adapté dispose, quant à lui, d’un parc de 86 minibus.",fr
36,LETTER,"Il compte aussi sur des services dispensés par 16 compagnies de taxis, dont 12 qui effectuent des déplacements avec des voitures régulières et 4 avec des taxis accessibles (160 taxis accessibles).",fr
37,LETTER,"En 2008, plus de 2,3 millions de déplacements ont été effectués, soit une moyenne de plus de 7 000 déplacements par jour de semaine.",fr
38,LETTER,"Tout en maintenant un niveau élevé de qualité de service à sa clientèle au quotidien, la STM doit relever de grands défis au cours des prochaines années au chapitre de la modernisation des infrastructures au Réseau de bus ainsi que le remplacement des équipements fixes et du matériel roulant au réseau du métro.",fr
39,LETTER,"Mise en contexte Dans le cadre du processus de consultation mené par l’Office de consultation publique de Montréal (OCPM), la STM dépose un mémoire sur les mesures en transport collectif prévues dans l’avant-projet de réaménagement de l’autoroute Bonaventure de la Société du Havre de Montréal (SHM).",fr
40,LETTER,Rappelons que le gouvernement du Québec s’est doté d’une cible de réduction de GES de 20 % en 2020 dans la foulée de la Conférence de Copenhague sur le réchauffement climatique.,fr
41,LETTER,"Au Québec, le secteur des transports représente à lui seul près de 40 % des émissions de GES.",fr
42,LETTER,"L’aménagement des infrastructures autoroutières québécoises, qui intègre et priorise des solutions de transport collectif, revêt une importance stratégique.",fr
43,LETTER,"À l’instar des projets autoroutiers montréalais tels que l’échangeur Turcot et le boulevard Notre-Dame, le réaménagement de l’autoroute Bonaventure constitue une occasion unique de réaliser un projet exemplaire en matière d’intégration des solutions de transport collectif.",fr
44,LETTER,"Les propositions de la Société s’inscrivent dans la foulée des orientations énoncées dans son Plan d’affaires 2007-2011, dans le Plan de transport de la Ville de Montréal et dans la Politique québécoise de transport collectif du ministère des Transports du Québec, qui vise à faire du transport collectif le moyen privilégié de déplacement des Montréalais.",fr
45,LETTER,"En faisant le choix de donner au transport collectif la place qui lui revient dans les grands projets routiers et autoroutiers de Montréal, la Ville permet à la STM d’améliorer la performance de ses services et conséquemment, d’accroître son achalandage et sa part modale.",fr
46,LETTER,"Le transport collectif devient ainsi un moyen déterminant dans la lutte aux changements climatiques en permettant d’éviter l’émission de GES attribuables à l’utilisation de l’auto, et plus particulièrement à l’auto-solo.",fr
47,LETTER,Portrait de l’offre de service du secteur 3.1,fr
48,LETTER,- Description de l’offre de transport collectif actuelle,fr
49,LETTER,Lignes d’autobus stm desservant le secteur La STM exploite six lignes de bus dans ce secteur.,fr
50,LETTER,"D’une part, quatre lignes assurent les déplacements locaux est-ouest du secteur avec un achalandage de plus de 4 400 déplacements quotidiens (lignes 61, 74, 75 et 515).",fr
51,LETTER,"D’autre part, les lignes 168 et 480 permettent de relier l’Île-des-Sœurs au centreville et aux différentes stations de métro (lignes orange et verte) en utilisant directement l’axe Bonaventure.",fr
52,LETTER,Ces deux lignes transportent plus de 6 500 passagers par jour.,fr
53,LETTER,"Ligne 168 et 480 Ligne 61 Ligne 74 Ligne 75 Ligne 515 Globalement, la Société transporte quelque 11 000 passagers dans ce secteur par jour moyen de semaine, ce qui représente 20 % des déplacements en transport collectif du secteur.",fr
54,LETTER,Des mesures pour offrir les services de bus locaux sont donc nécessaires.,fr
55,LETTER,"- Demandes futures pour les déplacements locaux Depuis quelques années, le secteur de l’autoroute Bonaventure qui se situe à proximité du centre-ville, est en pleine effervescence.",fr
56,LETTER,"Plusieurs projets immobiliers d’envergure ont été réalisés et de nombreux autres sont à l’étude, notamment ceux de Griffintown, du Quartier Bonaventure",fr
57,LETTER,- incluant l’ilôt de la commune - et de l’Île-des-Sœurs.,fr
58,LETTER,Tout ce développement immobilier entraînera une augmentation importante des besoins de déplacements dans l’axe Bonaventure au cours des prochaines années.,fr
59,LETTER,"Le projet du Quartier Bonaventure prévoit la construction de plus de 2 800 unités de logements, ce qui représente un potentiel de quelque 4 900 nouveaux résidents.",fr
60,LETTER,À cela s’ajoute quelque 50 000 nouveaux travailleurs aux 55 000 qui s’y trouvent déjà.,fr
61,LETTER,"Les besoins en transport collectif des résidents, des travailleurs et des visiteurs actuels et futurs de ce secteur seront donc croissants les jours de semaine et les week-ends.",fr
62,LETTER,"Afin de répondre aux objectifs de réduire de manière significative la dépendance à l’auto, il faudrait à la fois augmenter l’offre de service en transport collectif tout en proposant des conditions de déplacement rapides et efficaces à proximité de ces nouveaux projets immobiliers.",fr
63,LETTER,"Il est donc essentiel de prévoir des mesures préférentielles pour bus, comme des voies réservées et des feux prioritaires aux intersections de ce nouveau boulevard urbain, afin de consolider et d’accroître la place du transport collectif.",fr
64,LETTER,"En ce qui concerne le projet de tramway reliant le centre-ville et le Vieux-Montréal, sa réalisation est étroitement liée au projet Griffintown situé plus à l’ouest.",fr
65,LETTER,"Solution de transport collectif proposée dans le projet de la SHM Le projet de réaménagement de l’autoroute Bonaventure propose l’aménagement d’une entrée de ville de prestige par la création d’un boulevard urbain, l’amélioration de la qualité de vie, l’augmentation du nombre d’espaces publics de qualité et d’en faire un axe stratégique de déplacements en transport collectif et actif.",fr
66,LETTER,Les objectifs annoncés par le projet pour le transport collectif sont1 : Donner une place privilégiée au transport collectif et actif;,fr
67,LETTER,Assurer la préséance du transport collectif sur la circulation automobile;,fr
68,LETTER,utilisation de l’auto au centre-ville en visant un transfert modal de 3 800 automobilistes;,fr
69,LETTER,"Favoriser les transports actifs, dont les vélos, en proposant une géométrie adaptée et sécuritaire;",fr
70,LETTER,Répondre efficacement à la demande de déplacement en croissance liée aux grands projets immobiliers de l’axe Bonaventure et des secteurs Est environnants.,fr
71,LETTER,"- Déplacements en transport collectif régionaux Pour les déplacements régionaux,",fr
72,LETTER,"le projet propose la création d’un corridor exclusif pour les bus provenant de la Rive-Sud, qui serait situé à l’ouest de l’autoroute Bonaventure actuelle.",fr
73,LETTER,"Présenté par la SHM comme étant le premier corridor exclusivement réservé au transport collectif à Montréal, le corridor Dalhousie est une mesure pour consolider le transport par bus entre la Rive-Sud et le centreville de Montréal.",fr
74,LETTER,"Plusieurs transporteurs de la région métropolitaine pourront utiliser ce corridor, notamment le Réseau de transport de Longueuil (RTL).",fr
75,LETTER,Les résultats détaillés des simulations de transport du projet démontrent un gain pour les déplacements régionaux en transport collectif2.,fr
76,LETTER,Il est à noter que l’aménagement du corridor Dalhousie constitue une première étape vers la mise en place d’un système léger sur rail (SLR) entre la Rive-Sud et le centre-ville de Montréal.,fr
77,LETTER,"Ce futur SLR, dont l’échéancier semble maintenant lié à celui de la réfection du Pont Champlain (horizon 2020), remplacera éventuellement le service de bus actuel ainsi que le corridor Dalhousie.",fr
78,LETTER,"1 Quartier Bonaventure : le nouveau Montréal, Réaménagement de l’autoroute Bonaventure, phase 1, Synthèse des études de l’avant-projet détaillé, mars 2009 2 Projet de réaménagement de l’autoroute Bonaventure à l’entrée du centre-ville, Avant-projet/phase 1, Volet transport et circulation, 11 novembre 2008 74.2 - Déplacements en transport collectif locaux Quoique novateur pour le transport collectif régional, le corridor Dalhousie ne constitue pas un avantage pour la clientèle de la STM, puisque les besoins en déplacements locaux actuels et futurs se feront sentir à l’est et tout au long de l’axe Bonaventure.",fr
79,LETTER,"Dans l’avant-projet présenté par la SHM, les bus de la STM, provenant du sud, devront emprunter le corridor Dalhousie, de l’intersection de la rue Brennan à la rue Wellington afin de revenir dans l’axe DukeNazareth (axe Bonaventure).",fr
80,LETTER,Ce détour occasionnera une augmentation des temps de déplacements de la clientèle montréalaise.,fr
81,LETTER,"Les résultats des simulations de transport du projet démontrent également une augmentation des temps de déplacements locaux en transport collectif, soit 3 : Une augmentation des temps de déplacement pour la clientèle de la STM d’environ trois minutes en direction nord en pointe du matin par rapport à la situation actuelle;",fr
82,LETTER,"En pointe de l’après-midi, seule la clientèle de la STM verra ses temps de déplacement augmenter, contrairement aux autos et au transport collectif régional.",fr
83,LETTER,"que pour maintenir et bonifier une desserte efficace de sa clientèle dans le secteur, ses bus doivent pouvoir circuler sur l’axe Bonaventure, soit sur les rues Duke et Nazareth.",fr
84,LETTER,La Société est donc d’avis que des modifications sont nécessaires et essentielles pour atteindre les objectifs de transfert modal du projet du Quartier Bonaventure.,fr
85,LETTER,"Ces modifications permettront d’offrir un service de transport collectif efficace pour la clientèle locale actuelle et future, en plus de faciliter les déplacements régionaux.",fr
86,LETTER,"3 Projet de réaménagement de l’autoroute Bonaventure à l’entrée du centre-ville, Avant-projet/phase 1, Volet transport et circulation, 11 novembre 2008.",fr
87,LETTER,"Mesures préférentielles demandées par la STM dans l’axe Bonaventure Pour la STM, l’enjeu principal dans ce projet est de développer une solution de transport collectif qui soit planifiée et intégrée au nouveau boulevard urbain et qui permette de mieux desservir les résidents, les travailleurs et les visiteurs actuels et futurs de ce secteur.",fr
88,LETTER,"Pour offrir une réelle alternative performante de transport collectif, des aménagements permanents doivent être prévus sur l’ensemble de l’axe Bonaventure.",fr
89,LETTER,"Pour maintenir et bonifier la desserte du Quartier Bonaventure et des secteurs environnants, il est essentiel de prévoir les mesures préférentielles pour bus suivantes : squAreVictoria",fr
90,LETTER,Voies réservées jusqu’à la station de métro McGill,fr
91,LETTER,Procéder à une nouvelle répartition des huit voies prévues pour l’auto afin d’implanter une voie réservée en pointe du matin et de l’après-midi sur les rues Duke et Nazareth entre les rues Wellington et Sainte-Catherine et la rue University entre la rue Saint-Jacques et la station de métro McGill;,fr
92,LETTER,Implanter une voie réservée et un virage exclusif pour bus sur la rue Wellington entre les rues Duke et Nazareth;,fr
93,LETTER,Installer des feux prioritaires aux intersections des rues Duke et Nazareth;,fr
94,LETTER,Prévoir l’intégration des cyclistes dans le secteur du Quartier Bonaventure.,fr
95,LETTER,Lignes d’autobus stm desservant le secteur Ligne 168 et 480 Voies réservées,fr
96,LETTER,"9Par ces mesures, la STM vise les objectifs suivants :",fr
97,LETTER,Créer un véritable boulevard urbain adapté aux transports collectif et actif;,fr
98,LETTER,Augmenter l’achalandage du transport collectif et actif afin de réduire l’émission de GES en investissant dans des infrastructures et des aménagements de qualité qui leur seront propres;,fr
99,LETTER,Offrir des gains de temps pour la clientèle de la STM et éliminer le temps de parcours supplémentaire qu’entraîne le détour des bus par la rue Dalhousie;,fr
100,LETTER,"Desservir efficacement en transport collectif les résidents, les travailleurs et les visiteurs actuels et futurs de ce secteur en améliorant notamment les liens avec les stations de métro Square-Victoria et McGill.",fr
101,LETTER,"La mise en place des mesures proposées par la STM nécessiterait un investissement de quelque 3 M$, incluant les voies réservées et les feux prioritaires sur environ trois kilomètres, admissible au Programme d’aide du transport collectif du ministère des Transports du Québec.",fr
102,LETTER,La proposition de la Société du Havre constitue un avant-projet prometteur pour le réaménagement de l’entrée de la Ville et pour l’amélioration du transport collectif régional.,fr
103,LETTER,"Cependant, la STM croit que le promoteur et les autorités montréalaises doivent bonifier plusieurs mesures pour le transport collectif et actif local afin que le projet soit mieux intégré et davantage en accord avec les principes de développement durable et de réduction des émissions de GES.",fr
104,LETTER,"Les conditions de déplacement des Montréalais, particulièrement des clients du réseau de transport collectif local actuel et projeté, doivent être améliorées comparativement à l’auto.",fr
105,LETTER,"Par conséquent, la STM propose à la Société du Havre de Montréal d’intégrer les éléments de bonification suivants :",fr
106,LETTER,"Implanter des mesures préférentielles pour bus sur les rues Wellington, Duke, Nazareth et Université en aménageant des voies réservées et en installant des feux prioritaires pour bus aux intersections sur l’ensemble de l’axe Bonaventure, de la rue Brennan jusqu’à la station de métro McGill;",fr
107,LETTER,"Profiter de l’ajout de nouveaux stationnements souterrains, tel que prévu au projet pour gagner de l’espace en surface, de manière à prioriser les modes de transport collectif et actif dans le secteur du Quartier Bonaventure;",fr
108,LETTER,Permettre un lien entre la nouvelle gare intermodale au réseau piétonnier souterrain donnant accès aux stations de métro.,fr
109,LETTER,La création du Quartier Bonaventure sur les lieux mêmes d’une autoroute transformée en un boulevard urbain prestigieux donne aux Montréalais une occasion exceptionnelle de confirmer la place prépondérante du transport collectif dans leur ville tel que présenté dans le Plan de transport de Montréal.,fr
110,LETTER,Les principes de développement durable qui ont inspiré le projet du réaménagement de l’autoroute Bonaventure vont dans ce sens.,fr
111,LETTER,"Pour en faire un véritable modèle d’intégration des transports collectifs et actifs, la STM propose d’apporter des améliorations au projet notamment en matière de transport collectif local.",fr
112,LETTER,"Comme pour les projets autoroutiers et routiers, tels que l’échangeur Turcot ou le boulevard Notre-Dame, le transport collectif et actif doit occuper une place importante dans les aménagements futurs afin qu’ils puissent favoriser des solutions durables et moins polluantes.",fr
113,LETTER,Le projet doit également tenir compte des besoins grandissants de déplacements locaux qui seront engendrés par le développement immobilier envisagé afin que ces déplacements ne se traduisent pas par une augmentation de la circulation automobile et de GES.,fr
114,LETTER,"En bénéficiant d’infrastructures de transport collectif et actif efficaces, intégrées au cœur de ce nouveau quartier, il sera possible d’offrir un milieu urbain agréable axé sur la qualité de vie plutôt que sur la fluidité automobile et la disponibilité de places de stationnement sur rue.",fr
115,LETTER,La STM est prête à travailler de concert avec les différents partenaires de ce projet afin de favoriser une intégration optimale des mesures de transport collectif et actif dans l’avantprojet de réaménagement de l’autoroute Bonaventure.,fr
