,speaker,sentence,lang
17,MONSIEUR SAMI HAKIM,"Si on était obligéde vraiment apporter des autobus de la Rive-Sud à Montréal, ça serait...",fr
18,MONSIEUR SAMI HAKIM,"ça ne serait pasjuste de déposer tous les polluants à l’arrondissement Sud-Ouest, qui est déjà asphyxiécomme arrondissement.",fr
19,MONSIEUR SAMI HAKIM,"Je ne sais pas si vous avez lu le rapport du DSP lors de Turcot,mais le Sud-Ouest est un arrondissement qui souffre d’un taux de mortalité dû aux maladiesrespiratoires qui est 50% plus élevé que la moyenne montréalaise.",fr
20,MONSIEUR SAMI HAKIM,"Donc, ce scénario permet un partage entre les deux arrondissements des polluants.",fr
21,MONSIEUR SAMI HAKIM,Et on se souvient lors des séances que le rapport de qualité d’air avait parlé d’un effetd’écran qu’offriraient les bâtiments construits dans les îlots centraux.,fr
22,MONSIEUR SAMI HAKIM,"Donc,on peuts’attendre à une répartition égale des polluants grâce à cet effet d’écran.",fr
23,MONSIEUR SAMI HAKIM,"Finalement, il n’y a aucun risque lié à la mise en valeur du patrimoine bâti.",fr
24,MONSIEUR SAMI HAKIM,"Ça c’estun grand enjeu, spécialement au Griffintown qui est un quartier historique.",fr
25,MONSIEUR SAMI HAKIM,"On ne passepas les grands autobus dans les quartiers historiques, ce qui me semble assez logique.",fr
26,MONSIEUR SAMI HAKIM,"Donc, d’abord le scénario de base était logiquement plus intéressant que le corridorDalhousie et je ne sais pas pourquoi on a décidé de l’abandonner et de choisir un scénarioplus cher, moins sécuritaire et moins respectueux du cadre bâti.",fr
27,LA PRÉSIDENTE,"Monsieur Hakim, une question.",fr
28,LA PRÉSIDENTE,"J’aimerais revenir dans votre mémoire à la page 12,vous faites état de la zone d’étude, notamment en indiquant une zone sensible.",fr
29,MONSIEUR SAMI HAKIM,"Je parle dans le contexte du rapport qualité d’air, ici.",fr
30,LA PRÉSIDENTE,"Oui, mais j’aimerais vous entendre, vous,",fr
31,LA PRÉSIDENTE,"votre point de vue, comment vousredéfiniriez cette zone d’étude avec la particularité peut-être d’une zone sensible.",fr
32,LA PRÉSIDENTE,"J’aimeraisvous entendre comment vous la définiriez, puis jusqu’où vous la feriez porter ?",fr
33,MONSIEUR SAMI HAKIM,Mais est-ce qu’on parle d’une zone d’étude dans le contexte du rapportqualité d’air qui est ….,fr
34,LA PRÉSIDENTE,"Non, votre point de vue à vous, parce que vous indiquez à maints endroits…",fr
35,MONSIEUR SAMI HAKIM,"La zone d’étude à laquelle, vous, vous référez, c’est la zone d’étude définie dans lerapport qualité d’air, qui a été mandaté à un moment où…",fr
36,LA PRÉSIDENTE,C'est-à-dire que vous prenez appui sur ce rapport pour parler de la zone d’étude.,fr
37,MONSIEUR SAMI HAKIM,"Non, pas du tout, il y a une autre zone d’étude qui est définie par la SHM depuisqu’elle a annoncé son projet en 2005.",fr
38,LA PRÉSIDENTE,Je vais reprendre ma question différemment.,fr
39,LA PRÉSIDENTE,"Considérant les différentes zonesd’études, telles que définies par les différentes études ou la SHM, quelle serait, vous, sivous aviez à définir une zone d’étude réaliste par rapport à la problématique qu’on a devantnous, quelle serait-elle ?",fr
40,LA PRÉSIDENTE,Est-ce qu’il y aurait une zone d’analyse ou d’étude d’une zonesensible ?,fr
41,MONSIEUR SAMI HAKIM,"Peu importe ce que la zone d’étude sera, elle devra être égale des deux côtés de lazone d’intervention.",fr
42,MONSIEUR SAMI HAKIM,"Le problème que nous avions, auquel nous avons pointé lors desséances d’information, était que la zone d’étude telle qu’elle l’est s’étend de trois coins derue à l’est de la zone d’intervention, tandis que vers l’ouest, il n’y a aucune étendue de zoned’étude.",fr
43,MONSIEUR SAMI HAKIM,"Tout ce qu’on avait demandé à ce moment-là, c’était d’égaliser.",fr
44,LA PRÉSIDENTE,Une répartition égale des deux côtés de l’ouvrage.,fr
45,MONSIEUR SAMI HAKIM,"Une répartition égale, particulièrement puisque le Griffintown se trouvait en borduredu corridor Dalhousie qui est l’aspect le plus dangereux, le plus polluant et le plus laid, sivous voulez, du projet.",fr
46,LA PRÉSIDENTE,"Et en complément, considérant les différentes caractéristiques, que ce soit auniveau pollution de l’air, au niveau visuel, au niveau sonore, jusqu’où étendriez-vous lazone d’étude et est-ce qu’il y aurait, à l’intérieur de cette zone d’étude",fr
47,MONSIEUR SAMI HAKIM,"Je suis pas vraiment en mesure de décider où la zone d’étude devrait être étendue,mais ce qui est important, c’est que la SHM devrait avoir une vue d’ensemble.",fr
48,MONSIEUR SAMI HAKIM,"C'est-à-dire,ça se peut que la zone d’étude s’étende jusqu’à Turcot.",fr
49,MONSIEUR SAMI HAKIM,Il faut qu’il y ait une vue d’ensembleet que cette zone d’étude reflète cette intention-là.,fr
50,LA PRÉSIDENTE,"Il faudra la déterminer selon la problématique qu’on adresse, au fond, c’est ce quevous voulez.",fr
51,MONSIEUR SAMI HAKIM,"peut-être qu’il faudrait, oui.",fr
52,LA PRÉSIDENTE,Équilibrée de part et d’autre de l’ouvrage.,fr
53,MONSIEUR SAMI HAKIM,", il faudrait, oui, absolument.",fr
54,MONSIEUR JEAN-CLAUDE BOISVERT,"Dans votre présentation verbale tantôt,vous avezexprimé, finalement, le regret qu’il n’y ait pas à cette étape",fr
55,MONSIEUR JEAN-CLAUDE BOISVERT,"-ci un cadre réglementaire, si onveut, qui accompagne le projet.",fr
56,MONSIEUR JEAN-CLAUDE BOISVERT,"Vous avez dit aussi, et je pense que tout le monde sait,que le projet actuellement en est à l’étape de la mise en place, de la planification desinfrastructures de transport et de circulation.",fr
57,MONSIEUR JEAN-CLAUDE BOISVERT,Alors est-ce que vous avez une idée du typede cadre réglementaire qui devrait accompagner cette étape-ci de mise en place desinfrastructures ?,fr
58,MONSIEUR SAMI HAKIM,", je ne suis pas en mesure d’élaborer un cadre réglementaire que ce soit.",fr
59,MONSIEUR SAMI HAKIM,"Ceque j’ai mis en évidence, c’est qu’il n’y en aura pas.",fr
60,MONSIEUR SAMI HAKIM,"Et quand on est en train de nous direqu’on est en avant-projet et que ce n’est pas définitif, que ce n’est pas coulé dans le béton,du côté de l’OCPM, je comprends, à l’intérieur du mandat de l’OCPM, ça fait du sens.",fr
61,LA PRÉSIDENTE,"Je vous remercie, Monsieur Hakim.",fr
62,MONSIEUR ROLAND HAKIM,",Madame la Présidente,Messieurs les Commissaires",fr
63,MONSIEUR ROLAND HAKIM,",Madame lasténographe, bonsoir tout le monde.",fr
64,MONSIEUR ROLAND HAKIM,"Heureusement que Sami a parlé de tous ces points-là parce que, moi, j’avais uneprésentation de 15 minutes, alors je pourrai passer rapidement sur les autres choses dont ila déjà parlé.",fr
65,LA PRÉSIDENTE,"S’il vous plaît, pour s’en tenir à 10 minutes.",fr
66,MONSIEUR ROLAND HAKIM,"Je vais essayer de mon mieux, je vous promets de faire de mon mieux.",fr
67,MONSIEUR ROLAND HAKIM,"Je voudrais, ici, dire que je me suis réjoui en novembre quand j’ai vu le mairede Montréal dire que, à partir d’aujourd’hui, ce ne sont plus les partis politiques que nousallons représenter,mais bien les Montréalais et les Montréalaises.",fr
68,MONSIEUR ROLAND HAKIM,J’ai été très ravi de voir madame Hudon être aussi impliquée sur l’importancede communiquer et l’obligation de dire la vérité.,fr
69,MONSIEUR ROLAND HAKIM,"Par contre, dans les faits, je regarde la SHM et je me questionne sur sa légitimité.",fr
70,MONSIEUR ROLAND HAKIM,"D’abord, à qui elle est redevable, on en a déjà parlé.",fr
71,MONSIEUR ROLAND HAKIM,"Mais on réalise que le conseiladministratif est composé de 8 personnes mais, dans les faits, quand tout ce projet a étémis en œuvre, il n’était composé que de 5 personnes ;",fr
72,MONSIEUR ROLAND HAKIM,"5 personnes qui étaient très prochesde la Ville, parce que parmi ces 5, il y avait les trois premiers, que nous connaissons, maisaussi le maire lui-même et madame Topp,qui sont des fonctionnaires,des hauts-fonctionnaires de la Ville.",fr
73,MONSIEUR ROLAND HAKIM,"Donc, c’était vraiment un conseil d’administration de la SHM quiétait très, très proche de la Ville.",fr
74,MONSIEUR ROLAND HAKIM,Et ils ont épuré leurs personnes à qui ils doivent se rapporter ;,fr
75,MONSIEUR ROLAND HAKIM,"ils ont sorti ce projetentièrement du cadre de la Ville pour ne pas avoir besoin de répondre à personne, pour nemême pas avoir les règlements et les garde-fous que la ville s’est imposés à elle-même, etils ont présenté ce truc-là et ils l’ont fait approuver par le conseil exécutif de la Ville et,quand tout a été fini, bon, on reconstruit un C.A. composé de 8 personnes.",fr
76,MONSIEUR ROLAND HAKIM,Et si vousposez la question à monsieur,fr
77,LA PRÉSIDENTE,", pour vous aider à entrer dans les 10 minutes allouées, je vousdemanderais de parler du projet spécifiquement.",fr
78,LA PRÉSIDENTE,"Dans votre mémoire, il y a un certainsnombres d’éléments.",fr
79,LA PRÉSIDENTE,J’aimerais vous amener sur les questions essentielles que vousaimeriez soulever.,fr
80,MONSIEUR ROLAND HAKIM,"Ici, on nous présente une feuille par laquelle le transport par autobusest 6 à 18 fois moins polluant.",fr
81,MONSIEUR ROLAND HAKIM,"Alors, ça c’est fait pour 65 personnes.",fr
82,MONSIEUR ROLAND HAKIM,"En bas de la page, làc’est le projet.",fr
83,MONSIEUR ROLAND HAKIM,"En bas de la page, très intéressant.",fr
84,MONSIEUR ROLAND HAKIM,"Quant au métro, une seule ram transporte une quinzaine d’autobus.",fr
85,MONSIEUR ROLAND HAKIM,"Donc uneseule ram est équivalent à 15 autobus, c’est génial, mais quand on a un métro qui dessertla Rive-Sud, exploitons-le davantage, sinon pensons au tramway, à un SLR peut-être.",fr
86,MONSIEUR ROLAND HAKIM,"Mais non, on veut faire la réalisation de l’un des projets les plus indéniablement audacieux,ambitieux,prestigieux que Montréal ait connu.",fr
87,MONSIEUR ROLAND HAKIM,On n’est pas àOuagadougou.,fr
88,MONSIEUR ROLAND HAKIM,"On apporte 1200 autobus en plein centre-ville et on appelle ça un projetambitieux, prestigieux.",fr
89,MONSIEUR ROLAND HAKIM,"?Voilà, un petit calcul, si vous voulez un grand projet, le voilà.",fr
90,MONSIEUR ROLAND HAKIM,autobus qu’on a comptés aujourd’hui.,fr
91,MONSIEUR ROLAND HAKIM,"On a une ram de métro pour 15 autobus,ça fait qu’on a besoin de 140 rams par jour, ça veut dire 70 allers, 70 retours.",fr
92,MONSIEUR ROLAND HAKIM,"En pointe,en période de pointe, on a 500 autobus par jour, ça fait une ram, en moyenne, par 3, 6minutes.",fr
93,MONSIEUR ROLAND HAKIM,"Mais en pointe, on a une ram aux 2 minutes.",fr
94,MONSIEUR ROLAND HAKIM,"On a un projet,c’est ça le projet.",fr
95,MONSIEUR ROLAND HAKIM,Comment ça se fait qu’ils l’ont pas vu ?,fr
96,MONSIEUR ROLAND HAKIM,"Le nombre de voies futures, je veux pas en parler, d’autres vont en parler.",fr
97,MONSIEUR ROLAND HAKIM,"Maisl’implication relativement marginale du CN, pouvez-vous croire à ça, qu’on qualifie unestructure en tunnel de 150 mètres comme relativement marginale ?",fr
98,MONSIEUR ROLAND HAKIM,"C’est pas marginal,c’est le talon d’",fr
99,MONSIEUR ROLAND HAKIM,"Les revenus de la Ville pour la vente de terrains, c’est51M $",fr
100,MONSIEUR ROLAND HAKIM,"Il y a pour corriger cette lacune dans l’audit de sécurité, on parle de l’acquisition desterrains et d’élimination de bâtiments.",fr
101,LA PRÉSIDENTE,"Je vais vous demander de conclure en deux minutes, Monsieur Hakim.",fr
102,MONSIEUR ROLAND HAKIM,Dalhousie fait partie de ce projet et c’est des belles choses qu’on veut comme ça.,fr
103,MONSIEUR ROLAND HAKIM,"Ce projet ne va pas régler l’achalandage des autobus dans le centre-ville,lesembouteillages que ça crée, ne va pas créer la situation ici ;",fr
104,MONSIEUR ROLAND HAKIM,"au contraire, on va avoir desautobus dans les deux sens et la pollution qui va avec.",fr
105,MONSIEUR ROLAND HAKIM,Ces terrains vont être hypothéquéspour le restant de leur vie.,fr
106,MONSIEUR ROLAND HAKIM,"Et on nous dit que « si on peut le bonifier, bien, ça nous fera plaisir.",fr
107,MONSIEUR ROLAND HAKIM,"» Et madameHudon dit, que non, non, non, il faut… c’est votre contribution ou votre opinion compterapour que ce projet soit meilleur.",fr
108,MONSIEUR ROLAND HAKIM,"Et le même jour, quand j’ai entendu qu’il fallait protégerDalhousie et ses résidants, je suis devenu fol.",fr
109,MONSIEUR ROLAND HAKIM,"Les vœux de Noël, c’est que Montréal a accepté notre avant-projet et il y a dedansun corridor réservé pour les autobus qui s’appelle corridor Dalhousie.",fr
110,MONSIEUR ROLAND HAKIM,"N’allez pas voustromper, c’est pas autre chose.",fr
111,MONSIEUR ROLAND HAKIM,"Et dans la pierre, vous l’avez déjà entendu, mais jeretourne à ça et c’est important : l’ignorance…",fr
112,MONSIEUR ROLAND HAKIM,l’importance de communiquer et l’obligation.,fr
113,LA PRÉSIDENTE,"Je vais vous demander de conclure, Monsieur Hakim, en trente secondes, s’il vousplaît.",fr
114,MONSIEUR ROLAND HAKIM,"Je vais la lire, si vous me permettez, c’est pas long.",fr
115,MONSIEUR ROLAND HAKIM,"Nous avons démontré que ce projet, de la manière dont il est présenté aujourd’hui,ne tient pas la route et qu’il faut le retourner sur les planches à dessin.",fr
116,MONSIEUR ROLAND HAKIM,Nous avons aussidémontré que le discours de la SHM est criblé de trous et de demi-vérités.,fr
117,MONSIEUR ROLAND HAKIM,"Même avec cesjolies photos, rien ne va.",fr
118,MONSIEUR ROLAND HAKIM,"Nous nous adressons ici à madame Hudon qui a ditsouhaiter sincèrement et qu’il y a une chose dont elle est convaincue, c’est que notrecontribution, notre opinion comptera pour faire de ce projet un meilleur projet encore.",fr
119,MONSIEUR ROLAND HAKIM,"Nous tenons à remercier madame Hudon pour son courage intellectuel d’avoir admisd’emblée que quoiqu’il arrive,notre opinion comptera,et nous lui offrons toute notrecoopération pour atteindre ce même but.",fr
120,MONSIEUR ROLAND HAKIM,"Nous l’adressons aussi au maire de Montréal, quidit vouloir gouverner autrement, qu’il faut que tous les élus sentent qu’ils contribuent àl’essor de la ville de Montréal.",fr
121,MONSIEUR ROLAND HAKIM,"Nous demandons donc au maire d’écouter les citoyens,d’écouter les élus qui vont s’exprimer dans ces audiences et de répondre aux attentes de lamajorité et de leurs aspirations.",fr
122,LA PRÉSIDENTE,La commission aurait quelques questions de précision faceà des points soulevés par votre mémoire.,fr
123,LA PRÉSIDENTE,Je vais commencer par monsieur Chénard.,fr
124,MONSIEUR VIATEUR CHÉNARD,"Vous en avez parlé rapidement, combien de voies vous voyez sur le boulevardurbain, si vous avez une opinion sur la question ?",fr
125,MONSIEUR ROLAND HAKIM,"Je pense que vous parlez de l’autoroute urbain, il y en a 4 de chaque côté.",fr
126,MONSIEUR VIATEUR CHÉNARD,"Mais vous, disons, dans votre vision de ce qui devrait être, de ce qui seraitpréférable, est-ce que vous avez un point de vue là-dessus ?",fr
127,MONSIEUR ROLAND HAKIM,", vous savez, ils ont dépensé 45M $ pour faire ces trucs-là ;",fr
128,MONSIEUR ROLAND HAKIM,"je suis pas là pourdire combien ça en prend, je regrette.",fr
129,MONSIEUR ROLAND HAKIM,Il y a des urbanistes qui vont parler après moi et quivont vous dire quelle est la meilleure façon de faire les choses.,fr
130,MONSIEUR ROLAND HAKIM,"Excusez-moi, Maître, mais je n’ai pas la réponse à tout.",fr
131,MONSIEUR VIATEUR CHÉNARD,"Il n’y a aucun problème, moi non plus je n’ai pas toutes les réponses.",fr
132,LA PRÉSIDENTE,"D’ailleurs, c’est pour ça qu’on pose beaucoup de questions.",fr
133,MONSIEUR JEAN-CLAUDE BOISVERT,"Monsieur Hakim, à la page 17 de votre mémoire, il y a deux items, l’item 9 etl’item",fr
134,MONSIEUR ROLAND HAKIM,"Merci, Monsieur Boisvert, vraiment merci d’avoir posé cette question, c’est génial.",fr
135,MONSIEUR JEAN-CLAUDE BOISVERT,"Et aussi, je voudrais en venir au thème du développement immobilier que voussoulevez.",fr
136,MONSIEUR ROLAND HAKIM,Vous avez mis la main sur le bobo.,fr
137,MONSIEUR ROLAND HAKIM,"Nous sommes dans un pays riche,nous sommes partie du G-8, nous sommes pas à Ouagadougou.",fr
138,MONSIEUR ROLAND HAKIM,Nous ne faisons pas leschoses comme on les fait en Afrique ou dans le Tiers-monde.,fr
139,MONSIEUR ROLAND HAKIM,On n’apporte pas 2100autobus aujourd’hui.,fr
140,MONSIEUR ROLAND HAKIM,"On fait un projet pour 2026, c’est écrit dans les choses.",fr
141,MONSIEUR ROLAND HAKIM,"Ce projet estdestiné à 2026 et, à 2026, on veut un projet qui soit digne d’une ville Nord-Américainecomme Montréal.",fr
142,MONSIEUR ROLAND HAKIM,On ne veut pas de pollution ;,fr
143,MONSIEUR ROLAND HAKIM,on veut un vrai projet.,fr
144,MONSIEUR ROLAND HAKIM,On a démontré qu’on a besoin d’une ram de métro par 2 minutes ;,fr
145,MONSIEUR ROLAND HAKIM,"en période depointe, dans l’heure de pointe, on a une moyenne de 3,6 minutes pas ram de métro.",fr
146,MONSIEUR ROLAND HAKIM,Cen’est pas des autobus dont on a besoin.,fr
147,MONSIEUR ROLAND HAKIM,"On n’a pas besoin de la SHM pour nous fairepasser des autobus, on a besoin de la SHM pour coordonner un projet qui doit être fait surtrois paliers de gouvernement : le fédéral, le provincial et le municipal.",fr
148,MONSIEUR ROLAND HAKIM,"Si elle ne fait pas cetravail-là, nous avons des ingénieurs à l’intérieur du site à la Ville de Montréal qui sontcapables de le faire, on n’a pas besoin d’aide.",fr
149,MONSIEUR ROLAND HAKIM,On a besoin de la SHM ou d’un organisme qui est capable de coordonner ces troispaliers de gouvernement pour nous apporter le SLR.,fr
150,MONSIEUR ROLAND HAKIM,C'est tout ce qu’on peut faire.,fr
151,MONSIEUR ROLAND HAKIM,Onn’est pas au Ouagadougou pour apporter des autobus qui polluent au centre-ville.,fr
152,MONSIEUR JEAN-CLAUDE BOISVERT,"C’est bien, je vous remercie.",fr
153,MONSIEUR ROLAND HAKIM,C’est moi qui vous remercie.,fr
154,LA PRÉSIDENTE,"Ça fait le tour, Monsieur Hakim.",fr
155,MONSIEUR ROLAND HAKIM,"Ah, j’allais vous dire merci aussi.",fr
156,MONSIEUR ROLAND HAKIM,"Merci, mais non, merci.",fr
157,LA PRÉSIDENTE,"Je demanderais à la salle de retenir ses émotions pour qu’on puisse bien entendreles opinions, s’il vous plaît.",fr
158,LA PRÉSIDENTE,"J’appellerais le Syndicat des copropriétaires des phases 1, 2, 3et 4 du projet résidentiel Lowney, représenté ici par Madame Carole Cournoyer et MonsieurSteeve Lemay et Monsieur Silviu Bursanescu.",fr
159,LA PRÉSIDENTE,"Bonsoir, Madame et Messieurs.",fr
160,MADAME CAROLE COURNOYER,"Madame la Présidente, Messieurs les Commissaires, je me présente, je suisCarole Cournoyer, je suis résidante du Lowney 1, je suis originaire de la Rive-Sud mais j’aidécidé de vivre dans Griffintown et je représente le Syndicat des propriétaires de la phase 1.",fr
161,MONSIEUR SILVIU BURSANESCU,"Bonjour, Silviu Bursanescu, j’habite la phase 3 du Lowney, puis tout comme macollègue Carole, je suis originaire de l’ouest de l’île en ce qui me concerne mais j’ai fait lechoix de vivre au centre-ville de Montréal.",fr
162,MONSIEUR STEEVE LEMAY,"Bonsoir, Steeve Lemay, représentant du Syndicat Lowney 2, je suis Montréalaisjusqu’au bout des cheveux depuis longtemps.",fr
163,LA PRÉSIDENTE,"Alors vous disposez, même à trois, de 10 minutes.",fr
164,MADAME CAROLE COURNOYER,"Premièrement,Madame la Présidente,nous voulons vous remercier et nousremercions l’administration municipale de nous donner enfin l’opportunité de nous exprimersur le projet Quartier Bonaventure et plus explicitement sur le corridor Dalhousie.",fr
165,MADAME CAROLE COURNOYER,"Nous somme 700 unités, réparties dans 7 phases, qui vivonsau coin des rues Notre-Dame, l’Inspecteur et William.",fr
166,MADAME CAROLE COURNOYER,"C’est un projet qui a été initié par leGroupe Prével et je peux dire que c’était un projet, nous étions comme les pionniers dans larenaissance du quartier Griffintown.",fr
167,MADAME CAROLE COURNOYER,"C'est un projet qui totalise 150M $, à peu près 150M $d’investissements de la part du promoteur et des acheteurs.",fr
168,MADAME CAROLE COURNOYER,"Maintenant, nous avons investi dans ce projet où nous avons décidé, nous avonsfait le choix de vivre au Lowney parce que nous croyons à un nouveau mode de vie enmilieu urbain.",fr
169,MADAME CAROLE COURNOYER,La plupart des résidants n’ont pas d’auto.,fr
170,MADAME CAROLE COURNOYER,"Tousles services à proximité nous prennent peut-être une dizaine de minutes, nous pouvonsnous rendre partout en 10 minutes et c’est ce qui fait que nous sommes heureux de vivre àGriffintown.",fr
171,MADAME CAROLE COURNOYER,"En plus, nous pensions que ce projet était un signe de développement durable.",fr
172,MADAME CAROLE COURNOYER,"Maintenant,nos motivations pour acheter.",fr
173,MADAME CAROLE COURNOYER,"On a apprécié la qualité de laconstruction du Lowney, mais aussi nous voulions participer à la renaissance du quartier unpeu à l’image du Faubourg des Récollets.",fr
174,MADAME CAROLE COURNOYER,"Maintenant,je lisais hier dans La Gazette,à une interview avec un desconcepteurs du Quartier Bonaventure, qui disait que faire revivre des zones de Montréal quine sont pas utilisées ou sous-utilisées, ça fait partie de l’art de son travail et de l’art desarchitectes.",fr
175,MADAME CAROLE COURNOYER,"Alors je trouve aberrant, consternant qu’on vienne nous plaquer un corridord’autobus sous nos fenêtres, à nos portes en 2010.Alors je voudrais exprimer en introduction que nous sommes totalement en révolte,révoltés par ce projet.",fr
176,MADAME CAROLE COURNOYER,"Et pas nécessairement le projet du Quartier Bonaventure, mais leprojet du corridor Dalhousie.",fr
177,MADAME CAROLE COURNOYER,Je passe la parole à mon collègue.,fr
178,MONSIEUR SILVIU BURSANESCU,"Donc,au point 4 de notre mémoire,nous avons fait état de noscommentaires et observations sur l’ensemble du projet, mais plus particulièrement sur lecorridor Dalhousie.",fr
179,MONSIEUR SILVIU BURSANESCU,"Je répéterai pas tous les points que nous y faisons, mais ce qui nousinquiète particulièrement et nous interpelle,c’est que dans le document d’avant-projetprésenté par la SHM, pas une fois on ne mentionne le mot Lowney ou la présence d’undéveloppement résidentiel, pourtant à proximité du projet de Quartier Bonaventure.",fr
180,MONSIEUR SILVIU BURSANESCU,Ce quenous trouvons particulièrement inquiétant pour tous les habitants présents et futurs.,fr
181,MONSIEUR SILVIU BURSANESCU,"D’ailleurs, ce que nous avons pu constater, c’est que jusqu’à ce jour, la SHM amené une consultation très sélective.",fr
182,MONSIEUR SILVIU BURSANESCU,"Ils disent avoir consulté beaucoup de gens et que leprojet fait l’unanimité, mais il faut croire qu’ils n’ont pas consulté les bonnes personnesparce que, parmi les résidants et parmi les propriétaires fonciers de Griffintown, il n’y apersonne qui avait été consulté.",fr
183,MONSIEUR SILVIU BURSANESCU,"Et pourtant le Lowney existe depuis 2004 ; donc, ce n’estpas un projet qui est né d’hier.",fr
184,MONSIEUR SILVIU BURSANESCU,"Des phases se sont rajoutées petit à petit et bientôt il y aura7 phases, là, en 2010 c’est plus de 700 unités, comme Carole en a fait état.",fr
185,MONSIEUR SILVIU BURSANESCU,"Les deux fois que les copropriétaires ont rencontré la SHM, soit le 30 janvier 2009 etencore une fois le 7 juillet 2009, une fois que le projet, l’avant-projet a été déposé, en fait,c’était davantage des séances d’information plus qu’autre chose, un petit peu à l’image decelles auxquelles on a eu droit en novembre, décembre, c'est-à-dire qu’on nous a fait jouerle petit vidéo, on nous a présenté le projet.",fr
186,MONSIEUR SILVIU BURSANESCU,"Mais devant toutes nos interventions puis l’expression de nos inquiétudes face aupassage de tous ces autobus dans notre quartier, on nous a dit : «",fr
187,MONSIEUR SILVIU BURSANESCU,"Vous savez, le projetest canné, oui, c’est un métro de surface mais, quand on vit en ville, il faut faire dessacrifices.",fr
188,MONSIEUR SILVIU BURSANESCU,"Alors voilà, vivez avec et soyez heureux.",fr
189,MONSIEUR SILVIU BURSANESCU,» Chose qu’on n’entendait pas faire.,fr
190,MONSIEUR SILVIU BURSANESCU,"Et également ce qui nous inquiète particulièrement depuis l’époque, mais égalementquand on a eu l’occasion de consulter tous les documents, là, sur le site de l’OCPM, c’estque la seule étude qui vise d’une certaine façon Griffintown, et même là de façon indirecte,c’est l’étude du consortium Dessau Groupe S.M., qui est une étude, dois-je le rappeler, decirculation.",fr
191,MONSIEUR SILVIU BURSANESCU,"Parce que lorsqu’on regarde le point 1.5 qui parle du mandat, on parle dudéveloppement d’une solution qui permet d’acheminer le plus rapidement possible lesautobus du pont Champlain au terminus Centre-ville.",fr
192,MONSIEUR SILVIU BURSANESCU,"Alors, c’était ça que cette étude visaitau niveau transport.",fr
193,MONSIEUR SILVIU BURSANESCU,"Et on note également dans ce point-là que l’étude a été faite dans des délaisextrêmement courts et qu’on a utilisé une approche fast track, et pourtant ce n’est pas lessujets d’étude qui manquaient.",fr
194,MONSIEUR SILVIU BURSANESCU,"D’ailleurs, l’étude elle-même fait 350 pages, mais ça été faiten fast track, faut-il le croire.",fr
195,MONSIEUR SILVIU BURSANESCU,"Quant à l’étude elle-même, comme je dis, c’est une étude de circulation, on n’ajamais étudié l’impact sur le développement du quartier, sur le milieu de vie, sur la santé,la sécurité des habitants, sur les impacts patrimoniaux.",fr
