,speaker,sentence,lang
34,LETTER,Cette forte augmentation est à la fois liée aux nouveaux développements de logements locatifs qui offrent des loyers beaucoup plus élevés que ceux existant dans le secteur (ce sont les plus petits logements qui ont le plus augmenté : + 22.1%) mais aussi à la spéculation globale qui a déjà commencé à la Petite-Bourgogne et qui a un impact certain sur les loyers puisque tous les segments du marché sont touchés par la hausse.,fr
35,LETTER,"2 Hausse des loyers depuis 2005, selon la grandeur des logements",fr
36,LETTER,Studios Montréal Sud (Ville),fr
37,LETTER,Montréal Sud (Ville) Ouest 2 c.c.,fr
38,LETTER,Montréal Sud (Ville) Ouest 3 c.c.,fr
39,LETTER,Montréal (Ville) 2005 381$,fr
40,LETTER,"Si les loyers augmentent, la qualité des logements existants se dégrade fortement : on constate une augmentation de 50% des logements nécessitant des réparations majeures3 (de 200 à 305 logements locatifs entre 2001 et 2006).",fr
41,LETTER,"Comparativement, la 2 Sources : Rapports sur le marché locatif de la Société canadienne d’hypothèques et de logement (SCHL), octobre 2006 et 2008 3 Les besoins en réparations majeures signifient des problèmes structurels importants, parfois proches de l’insalubrité.",fr
42,LETTER,Page 4 de 8Réaménagement de l’autoroute,fr
43,LETTER,-Comité Logement dégradation de l’état des logements,fr
44,LETTER,"est moins sévère pour l’ensemble de la Ville de Montréal (43 310 à 51 940, soit 13%).",fr
45,LETTER,"Considérant les besoins impérieux en terme de logements accessibles financièrement, les besoins d’améliorations du parc de logements existants et la spéculation déjà réelle dans le secteur, le POPIR-Comité Logement s’inquiète des impacts du projet de réaménagement sur la capacité des ménages existant à rester dans leur quartier et à y améliorer leur qualité de vie.",fr
46,LETTER,le Nouveau Montréal décidé par qui ?,fr
47,LETTER,Montréal pensé par une poignée d’individus Dans les documents présentés lors des consultations de l’Office de consultation publique de Montréal (OCPM) et disponibles sur le site de la Société du Havre de Montréal (SHM),fr
48,LETTER,", il est dit à plusieurs reprises que le projet de réaménagement du secteur Bonaventure est le point de départ du « Nouveau Montréal ».",fr
49,LETTER,"De plus, parmi les objectifs du projet, on peut lire dans les documents de consultation qu’on veut doter Montréal d’une « entrée de prestige » et favoriser le développement du centre-ville vers le sud pour « ramener la ville vers son fleuve ».",fr
50,LETTER,Logement considère que ce sont aux résidants et résidantes de Montréal de décider quel sera le visage du « Nouveau,fr
51,LETTER,Montréal » et non à une Société officiellement sans but lucratif.,fr
52,LETTER,La composition même du Conseil d’administration de la SHM4 en dit long sur la place des citoyens et des citoyennes non reliés à des intérêts économiques et touristiques.,fr
53,LETTER,Nous concluons qu’il y a un réel déficit démocratique dans l’élaboration même du projet.,fr
54,LETTER,La communauté n’a pas été consultée.,fr
55,LETTER,"Au mieux, elle a reçu des informations au compte-goutte et ce projet d’aménagement urbain n’",fr
56,LETTER,a jamais été discuté publiquement.,fr
57,LETTER,"Pourtant, les objectifs et les perspectives d’une telle intervention auraient du être le fruit d’une réflexion citoyenne.",fr
58,LETTER,"4 Le Conseil d’administration est composé, en date de 23 septembre 2009, de Madame Isabelle Hudon, Présidente Marketel, Monsieur Gaëtan Rainville, Président-directeur général, Société du Havre de Montréal, Monsieur CharlesMathieu Brunelle, Directeur",fr
59,LETTER,"- Muséums nature de Montréal, Monsieur Laurent N. Benarrous, Vice-président exécutif et directeur national de l’entreprise Jones",fr
60,LETTER,", Madame Nicole Delorme, Associée – Cabinet de relations publiques NATIONAL",fr
61,LETTER,", Monsieur Yves Auclair, Président-fondateur",fr
62,LETTER,", Monsieur Serge Rémillard, Administrateur de sociétés, Me Daniel L'Africain, Associé – Cabinet d’avocats Joli",fr
63,LETTER,"Coeur Lacasse, Monsieur Erik Ryan, Vice-président principal, Communications et relations externes,",fr
64,LETTER,Page 5 de 8Réaménagement de l’autoroute,fr
65,LETTER,"Le processus dans lequel s’inscrit ce mémoire, soit les consultations de l’OCPM, ne peut aucunement compenser le déficit démocratique initial où seules les logiques du marché privé (valorisation du foncier et développement immobilier privé, image et marketing international de la ville, maintien de la capacité automobile, etc.) semblent avoir prévalues.",fr
66,LETTER,"Une consultation morcelée En plus d’arriver trop tard dans le processus, la consultation actuelle est trop morcelée pour permettre une réflexion en profondeur.",fr
67,LETTER,"Tout d’abord, la présente consultation devrait se faire dans le cadre d’une réflexion globale sur la place de l’automobile au centre-ville de Montréal.",fr
68,LETTER,"Plusieurs infrastructures routières font l’objet d’une restructuration (Turcot, autoroute Notre-Dame, A25, etc…).",fr
69,LETTER,"La société civile s’interroge sur notre capacité à lutter efficacement contre la pollution, notamment via la diminution d’émissions de gaz à effets de serre.",fr
70,LETTER,Les modes de transport alternatif et le transport en commun doivent être développés.,fr
71,LETTER,Tous ces enjeux doivent occuper une place majeure dans notre réflexion.,fr
72,LETTER,"Or, le réaménagement de l’autoroute semble davantage cosmétique que structurel puisqu’on ne remet pas en question l’idée de faire rentrer des voitures au centre-ville de Montréal.",fr
73,LETTER,"pour réduire la circulation, semble essentiellement compter sur les changements d’habitude des conducteurs et conductrices (!), sur une augmentation de l’offre de transport en commun et sur le passage de 12 à 10 voies (auxquelles s’ajoute la voie d’accès à l’autoroute Ville Marie).",fr
74,LETTER,"Déjà, des experts questionnent le réel effet de ce réaménagement plutôt que la consolidation du transport ferroviaire de la Rive Sud à l’Île de Montréal.",fr
75,LETTER,"Ensuite, la présente consultation ne se fait que sur la première phase du projet.",fr
76,LETTER,La SHM prévoit un développement en 3 phases mais ne soumet à la consultation que la première de ces phases.,fr
77,LETTER,Comment les citoyens et citoyennes pourront s’exprimer sur leur vision globale du projet dans un tel contexte ?,fr
78,LETTER,"On ne permet pas à la population de questionner les choix faits, tant en matière de transport que d’aménagement urbain et immobilier, on ne lui permet pas d’imaginer elle-même le Montréal de demain.",fr
79,LETTER,"Finalement, les consultations relatives au développement du foncier se feront à la pièce, dans des phases subséquentes.",fr
80,LETTER,"Le projet prévoit des développements résidentiels et commerciaux dans la partie centrale (environ 800 unités), de même que dans les secteurs alentours de Griffintown et du Faubourg aux Récollets (environ 1200 unités), la consultation actuelle ne permet pas de se positionner sur ces développements.",fr
81,LETTER,"D’autres consultations, ou plutôt d’autres négociations, se feront par la suite, îlot par îlot.",fr
82,LETTER,Logement croit que la définition du «,fr
83,LETTER,"Montréal » doit se faire dans une perspective globale et avec la participation de toutes et tous les citoyens, en particulier ceux et celles qui résident actuellement à Montréal et en font une ville vivante !",fr
84,LETTER,Page 6 de 8Réaménagement de l’autoroute,fr
85,LETTER,-Comité Logement 3 – Quartier Bonaventure,fr
86,LETTER,Des voisins-voisines ou des voitures ?,fr
87,LETTER,Logement constate que le réaménagement de l’autoroute Bonaventure est avant tout un projet de requalification d’une infrastructure routière.,fr
88,LETTER,L’autoroute Bonaventure a été construite à une époque où le développement de la banlieue et l’utilisation de la voiture individuelle étaient symbole de modernité et de progrès.,fr
89,LETTER,"À l’époque, ces paradigmes ont autorisé",fr
90,LETTER,"l’implantation d’une autoroute en milieu urbain et la coupure entre deux quartiers de la ville, entraînant l’enclavement et la déqualification de certains secteurs.",fr
91,LETTER,Le projet actuel devrait s’inscrire dans d’autres paradigmes et s’assurer de ne plus sacrifier les résidants et résidantes au profit de la route.,fr
92,LETTER,Cela doit être l’occasion de réparer des erreurs du passé.,fr
93,LETTER,"Pourtant, tel que proposé, le projet ne remet pas en cause l’entrée en voiture au centre-ville.",fr
94,LETTER,"À l’ère de Copenhague, le « Nouveau Montréal » ne devrait-il pas tout miser sur les différents modes de transport collectif?",fr
95,LETTER,"Les besoins des gens des quartiers environnants Les projets tels Bonaventure, Ville Marie et Turcot ont laissé des blessures importantes dans le tissu urbain d’une part mais dans le tissu social d’autre part.",fr
96,LETTER,Les gens du secteur ont le droit d’être les premiers bénéficiaires d’une requalification du secteur.,fr
97,LETTER,"Tel que décrit précédemment au Chapitre 1, les résidants et résidantes de la PetiteBourgogne (auxquels ont peut ajouter ceux et celles de Ville Marie) ont des besoins impérieux en terme de logements sociaux.",fr
98,LETTER,Le projet devrait donc s’assurer de maintenir la population locale et d’améliorer sa qualité de vie plutôt que de valoriser le foncier pour attirer de nouveaux investissements pour un nouveau développement.,fr
99,LETTER,"Finalement, le choix de construire en hauteur, entre deux boulevards urbains de quatre voies inquiète quant à la capacité des familles avec enfants à venir s’installer dans ce « Nouveau Montréal ».",fr
100,LETTER,L’environnement proposé est-il vivable et viable pour ces familles ?,fr
101,LETTER,"Une chose est certaine, les contraintes architecturales et techniques seront telles (construction en béton, niveau d’insonorisation maximum, installation de systèmes complexes pour la qualité de l’air et la température, fenestration de qualité, etc.) qu’il est impensable d’imaginer que ces logements seront accessibles financièrement aux familles à faible et modeste revenus.",fr
102,LETTER,Les impacts prévisibles du projet proposé Le POPIR-Comité Logement anticipe les effets spéculatifs qu’aura un tel projet.,fr
103,LETTER,La mise en valeur des terrains passe par des constructions en hauteur (dites « de prestige »).,fr
104,LETTER,Page 7 de 8Réaménagement de l’autoroute,fr
105,LETTER,Les terrains prennent alors de la valeur à cause du potentiel de revenus que représentent ces constructions en hauteur.,fr
106,LETTER,"Cette stratégie aura pour conséquences l’explosion du prix du foncier, l’explosion des coûts de construction, et conséquemment, l’explosion des prix de vente et des loyers.",fr
107,LETTER,"L’augmentation des prix dans ce secteur aura elle-même des effets inflationnistes dans les secteurs environnants situés à l’est (Ville Marie, Faubourgs aux Récollets) et à l’ouest (Petite-Bourgogne et Pointe Saint-Charles).",fr
108,LETTER,"Ainsi, non seulement la stratégie de mise en valeur du foncier développée par le SHM empêchera le « Nouveau",fr
109,LETTER,"Montréal » de profiter aux résidants et résidantes actuels mais en plus, elle vient appauvrir davantage ces derniers en contribuant à l’embourgeoisement et à la spéculation immobilière.",fr
110,LETTER,"4 – Quartier Bonaventure : nos recommandations Considérant que le projet se veut le point de départ d’un « Nouveau Montréal », le POPIR-Comité Logement demande à la Ville de retourner à sa table à dessin.",fr
111,LETTER,"Il est nécessaire de poursuivre la réflexion et d’y intégrer de nouveaux paradigmes : o Une vision globale qui prenne en compte l’ensemble des enjeux auxquels doit répondre la Ville, notamment la place de la voiture dans le centre-ville, la façon de densifier le tissu urbain dans une perspective « habitable » et durable pour toutes et tous, incluant les familles;",fr
112,LETTER,o Un projet qui doit émaner de la société civile et où les résidants et résidantes de Montréal ont une place privilégiée dans la définition du « Nouveau,fr
113,LETTER,Montréal » puisque ce sont eux et elles qui font vivre la Ville et non les investisseurs potentiels;,fr
114,LETTER,"o Un projet qui ne mise pas sur la valorisation foncière et la spéculation immobilière mais plutôt sur la réponse aux besoins existants et exprimés, notamment en terme de logements sociaux;",fr
115,LETTER,"o Un projet qui prévoit les outils nécessaires afin de contrer toute spéculation, notamment en prévoyant des mécanismes de contrôle telle la mise en réserves de terrains.",fr
